,total_cpu_time_seconds,num_jobs,tool_name_version
2022-03,1662549,140,spades/3.15.3+galaxy2
2022-03,1660259,595,deeptools_bam_compare/3.3.2.0.0
2022-03,1639664,2936,fastp/0.20.1+galaxy0
2022-03,1546650,144,trim_galore/0.6.3
2022-03,1481767,27,deeptools_compute_gc_bias/3.3.2.0.0
2022-03,1477130,228,deeptools_multi_bam_summary/3.3.2.0.0
2022-03,1442281,392,repeatmasker_wrapper/4.0.9
2022-03,1423436,3685,cutadapt/3.7+galaxy0
2022-03,1402795,48,presto_assemblepairs/0.6.2+galaxy0
2022-03,1355441,18,bwa/0.7.15.1
2022-03,1255573,236,mothur_cluster_split/1.39.5.0
2022-03,1191161,317,deeptools_bigwig_compare/3.3.2.0.0
2022-03,1187706,50,rna_starsolo/2.7.8a
2022-03,1133925,99,rseqc_tin/2.6.4.1
2022-03,1130738,1846,cutadapt/3.5+galaxy1
2022-03,1122270,93,velvetoptimiser/2.2.6
2022-03,1119383,280,rseqc_geneBody_coverage2/2.6.4.1
2022-03,1108887,175,roary/3.13.0+galaxy2
2022-03,1083486,2262,porechop/0.2.4
2022-03,1032160,494,samtools_mpileup/2.1.4
2022-03,1017634,82,meme_chip/4.11.2+galaxy1
2022-03,1005591,1887,picard_MarkDuplicates/2.18.2.2
2022-03,1004607,47,metaspades/3.15.3+galaxy2
2022-03,999082,3495,stringtie/2.1.7+galaxy1
2022-03,998238,157,fastq_paired_end_deinterlacer/1.1.5
2022-03,992741,225,gatk4_mutect2/4.1.7.0+galaxy1
2022-03,928145,582,samtools_rmdup/2.0.1
2022-03,924035,709,mothur_align_seqs/1.39.5.0
2022-03,907597,3594,deseq2/2.11.40.7+galaxy1
2022-03,906074,1033,snippy/4.6.0+galaxy0
2022-03,875167,63,metaspades/3.9.0
2022-03,860826,173,presto_buildconsensus/0.5.4
2022-03,847540,29,gmx_sim/2020.2+galaxy0
2022-03,823111,412,rbc_mafft/7.489+galaxy0
2022-03,822247,41,sklearn_searchcv/1.0.8.3
2022-03,821145,195,dexseq_count/1.28.1.0
2022-03,817955,7932,featurecounts/2.0.1+galaxy2
2022-03,797480,275,presto_maskprimers/0.5.4
2022-03,795706,1330,bamFilter/2.4.1
2022-03,785829,88,augustus/3.4.0+galaxy0
2022-03,759280,136,mothur_dist_seqs/1.39.5.0
2022-03,758499,84,presto_assemblepairs/0.5.4
2022-03,635849,1118,mothur_make_contigs/1.39.5.1
2022-03,598363,300,sam_dump/2.11.0+galaxy0
2022-03,566956,123,__EXPORT_HISTORY__/__EXPORT_HISTORY__
2022-03,562024,18,gubbins/0.1.0
2022-03,552440,113,pilon/1.20.1
2022-03,531844,474,fastq_trimmer/1.1.5
2022-03,522923,232,cutadapt/1.16.6
2022-03,511374,357,fastq_paired_end_interlacer/1.2.0.1+galaxy0
2022-03,510383,354,fastqe/0.2.6+galaxy2
2022-03,498346,133,mimodd_varcall/0.1.9
2022-03,483584,594,kallisto_quant/0.46.2+galaxy0
2022-03,482061,559,fastq_paired_end_joiner/2.0.1.1+galaxy0
2022-03,429517,200,fastq_paired_end_splitter/1.1.5
2022-03,423425,35354,ucsc_table_direct1/ucsc_table_direct1
2022-03,417778,347,lastz_wrapper_2/1.3.3
2022-03,385318,112,dada2_dada/1.20+galaxy0
2022-03,377607,73,mothur_seq_error/1.39.5.0
2022-03,377503,352,bcftools_mpileup/1.10
2022-03,362509,146,dada2_learnErrors/1.20+galaxy0
2022-03,354389,36,fastq_groomer/1.1.1
2022-03,354194,167,rbc_mirdeep2_quantifier/2.0.0
2022-03,350588,90,fastq_manipulation/1.1.5
2022-03,348425,996,samtools_sort/2.0.3
2022-03,343420,191,mothur_pre_cluster/1.39.5.0
2022-03,339400,9564,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
2022-03,337429,71,maker/2.31.11+galaxy1
2022-03,330478,32,spades_plasmidspades/3.15.3+galaxy2
2022-03,326295,579,quast/5.0.2+galaxy4
2022-03,322028,138,picard_MergeSamFiles/2.18.2.1
2022-03,302390,56,hisat2/2.1.0+galaxy7
2022-03,290124,455,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
2022-03,289773,167,varscan/2.4.2
2022-03,285586,125,deeptools_plot_fingerprint/3.3.2.0.0
2022-03,282024,461,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
2022-03,281623,46,presto_maskprimers/0.6.2+galaxy0
2022-03,280985,70,gd_raxml/1.0.0
2022-03,273309,301,presto_filterseq/0.5.4
2022-03,262579,58,crossmap_bam/0.5.2+galaxy0
2022-03,257550,1214,picard_SortSam/2.18.2.1
2022-03,251404,540,fastq_filter/1.1.5
2022-03,250878,44,dexseq/1.28.1+galaxy1
2022-03,239208,2325,dada2_filterAndTrim/1.20+galaxy0
2022-03,238815,197,bamleftalign/1.3.1
2022-03,236726,24,freebayes/1.1.0.46-0
2022-03,230759,18,deeptools_compute_gc_bias/2.5.0.0
2022-03,229415,32,star_fusion/0.5.4-3+galaxy1
2022-03,227113,397,samtools_merge/1.13
2022-03,225297,49,maxbin2/2.2.7+galaxy2
2022-03,223183,1333,cshl_fastq_quality_filter/1.0.2+galaxy0
2022-03,214709,191,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
2022-03,214169,2084,fastq_to_fasta_python/1.1.5
2022-03,207871,73,rseqc_RPKM_saturation/2.6.4.1
2022-03,207772,31,bwameth/0.2.2+galaxy1
2022-03,202832,7,plant_tribes_gene_family_classifier/1.0.3.0
2022-03,201587,2,tn93_readreduce/1.0.6
2022-03,194436,204,rbc_mirdeep2_mapper/2.0.0.8.1
2022-03,184225,49,alevin/1.3.0+galaxy2
2022-03,183046,476,ncbi_tblastn_wrapper/2.10.1+galaxy0
2022-03,174271,301,cshl_fastx_trimmer/1.0.2+galaxy0
2022-03,171972,140,cshl_fastx_artifacts_filter/1.0.1+galaxy0
2022-03,169525,17,bowtie2/2.3.4.2
2022-03,167547,8,rna_star/2.7.5b
2022-03,166334,781,samtool_filter2/1.8+galaxy1
2022-03,162497,59,dada2_assignTaxonomyAddspecies/1.20+galaxy0
2022-03,162345,24,augustus_training/3.4.0
2022-03,158690,529,cshl_fastx_barcode_splitter/1.0.1
2022-03,154512,734,snpEff/4.3+T.galaxy1
2022-03,151734,999,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
2022-03,147034,266,lofreq_call/2.1.5+galaxy0
2022-03,143110,243,samtools_fastx/1.13
2022-03,142867,4421,deeptools_plot_heatmap/3.3.2.0.1
2022-03,142214,25,rnaspades/3.9.0.3
2022-03,139323,18,slamdunk/0.4.3+galaxy1
2022-03,135304,393,cshl_fastq_to_fasta/1.0.2
2022-03,127911,2498,join1/join1
2022-03,126764,1524,kraken2/2.1.1+galaxy1
2022-03,125330,11,mimodd_align/0.1.9
2022-03,118610,18,deeptools_bam_coverage/3.3.0.0.0
2022-03,117919,772,abricate/1.0.1
2022-03,115782,206,intervene_pairwise/0.6.5
2022-03,115555,641,samtools_depth/1.13
2022-03,115227,230,diffbind/2.10.0
2022-03,114601,492,chipseeker/1.18.0+galaxy1
2022-03,114027,434,bedtools_genomecoveragebed/2.30.0
2022-03,112219,1551,gops_join_1/1.0.0
2022-03,109554,770,samtools_view/1.13+galaxy1
2022-03,109500,711,bedtools_bamtobed/2.30.0+galaxy2
2022-03,106652,301,rseqc_read_distribution/2.6.4.1
2022-03,105675,5,samtools_depth/1.9
2022-03,104828,19,khmer_normalize_by_median/3.0.0a3+galaxy2
2022-03,104076,4,search_gui/3.3.10.1
2022-03,103382,451,fasta_merge_files_and_filter_unique_sequences/1.2.0
2022-03,102052,301,sailfish/0.10.1.1
2022-03,100458,39,progressivemauve/2015_02_13.1
2022-03,99308,676,deg_annotate/1.1.0
2022-03,99165,4050,multiqc/1.11+galaxy0
2022-03,98983,4846,__SET_METADATA__/__SET_METADATA__
2022-03,97408,305,bamtools/2.4.0.0
2022-03,93021,281,circos/0.69.8+galaxy7
2022-03,92920,220,bedtools_multicovtbed/2.30.0
2022-03,92555,56,cutadapt/1.16.5
2022-03,92286,186,picard_SamToFastq/2.18.2.2
2022-03,91399,86,transdecoder/5.5.0+galaxy2
2022-03,87883,146,mothur_fastq_info/1.39.5.0
2022-03,86767,58,presto_filterseq/0.6.2+galaxy0
2022-03,84990,223,qualimap_bamqc/2.2.2c
2022-03,82236,886,limma_voom/3.48.0+galaxy2
2022-03,80504,72,fastq_stats/1.1.5
2022-03,80182,193,macs2_predictd/2.1.1.20160309.1
2022-03,79452,63,seqtk_sample/1.3.2
2022-03,78476,1,deeptools_plot_fingerprint/3.3.0.0.0
2022-03,77465,291,fasttree/2.1.10+galaxy1
2022-03,77137,1781,mothur_summary_seqs/1.39.5.0
2022-03,76981,1070,mothur_screen_seqs/1.39.5.1
2022-03,76408,221,deeptools_multi_bigwig_summary/3.3.2.0.0
2022-03,74890,1452,ggplot2_heatmap2/3.0.1
2022-03,73592,133,seacr/1.3+galaxy1
2022-03,72229,19,ncbi_tblastx_wrapper/2.10.1+galaxy0
2022-03,71575,2,unicycler/0.4.7.0
2022-03,68250,24,varscan_somatic/2.4.3.6
2022-03,67923,3,khmer_partition/3.0.0a3+galaxy2
2022-03,67616,253,cuffmerge/0.0.5
2022-03,67332,20,trim_galore/0.4.3.1
2022-03,67064,24,rna_star/2.6.0b-1
2022-03,66944,1047,samtools_stats/2.0.2+galaxy2
2022-03,66793,1553,dada2_mergePairs/1.20+galaxy0
2022-03,66023,93,rseqc_FPKM_count/2.6.4.1
2022-03,65059,81,fastq_combiner/1.1.5
2022-03,63278,32,prinseq/0.20.4+galaxy1
2022-03,62253,5,spades_biosyntheticspades/3.15.3+galaxy2
2022-03,61671,658,MAF_To_Fasta1/MAF_To_Fasta1
2022-03,60968,20,feelnc/0.2
2022-03,60472,364,samtools_bedcov/2.0.2
2022-03,60153,68,umi_tools_extract/1.1.2+galaxy2
2022-03,60040,5222,Filter1/Filter1
2022-03,59438,1299,Grouping1/Grouping1
2022-03,57857,378,bam_to_sam/2.0.1
2022-03,57489,26,rna_star/2.7.8a
2022-03,56718,478,lofreq_viterbi/2.1.5+galaxy0
2022-03,55308,612,wig_to_bigWig/wig_to_bigWig
2022-03,54995,2,hisat2/2.1.0+galaxy3
2022-03,54959,35,fastq_masker_by_quality/1.1.5
2022-03,54380,173,presto_pairseq/0.5.4
2022-03,52743,6,spades_rnaviralspades/3.15.3+galaxy2
2022-03,52072,150,bg_diamond/2.0.8.0
2022-03,51152,118,ivar_removereads/1.3.1+galaxy2
2022-03,50242,67,sam_pileup/1.1.3
2022-03,49009,51,mimodd_convert/0.1.9
2022-03,48463,94,samtools_slice_bam/2.0.1
2022-03,48224,123,mummer_nucmer/4.0.0rc1+galaxy2
2022-03,48129,18,deeptools_plot_coverage/2.5.0.0
2022-03,47753,6,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
2022-03,47279,540,varscan_mpileup/2.4.3.1
2022-03,47200,32,mimodd_varextract/0.1.9
2022-03,46831,184,pathview/1.24.0+galaxy0
2022-03,45488,213,mothur_filter_seqs/1.39.5.0
2022-03,45408,72,cshl_fastx_quality_statistics/1.0.1
2022-03,44777,30,trimmomatic/0.36.5
2022-03,43984,117,naive_variant_caller/0.0.4
2022-03,43845,430,gffread/2.2.1.3+galaxy0
2022-03,43203,390,mothur_chimera_vsearch/1.39.5.2
2022-03,42358,46,cshl_fastx_clipper/1.0.3+galaxy0
2022-03,42042,26,deeptools_plot_coverage/3.3.2.0.0
2022-03,41660,10,correct_barcodes/3.0.2
2022-03,41350,10,cuffnorm/2.2.1.3
2022-03,41209,1282,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
2022-03,41117,4,quast/5.0.2+galaxy3
2022-03,40863,876,dada2_filterAndTrim/1.18+galaxy0
2022-03,40141,414,goseq/1.44.0+galaxy0
2022-03,39866,88,rseqc_junction_saturation/2.6.4.1
2022-03,39695,2,CONVERTER_cram_to_bam_0/CONVERTER_cram_to_bam_0
2022-03,39487,102,ngsutils_bam_filter/0.5.9
2022-03,39475,425,nanoplot/1.28.2+galaxy1
2022-03,37758,107,sam_to_bam/2.1.1
2022-03,37301,1,mothur_chimera_uchime/1.39.5.0
2022-03,37105,785,annotatemyids/3.12.0+galaxy1
2022-03,35640,473,lofreq_indelqual/2.1.5+galaxy0
2022-03,35580,4,dada2_assignTaxonomyAddspecies/1.18+galaxy0
2022-03,35002,11,hisat2/2.1.0+galaxy5
2022-03,34831,62,kraken-filter/1.3.1
2022-03,34574,36,trinotate/3.2.2+galaxy0
2022-03,34419,39,picard_MarkDuplicatesWithMateCigar/2.18.2.1
2022-03,34402,1,bowtie2/2.2.6.2
2022-03,33937,389,fastp/0.23.2+galaxy0
2022-03,33552,578,vcffilter2/1.0.0_rc3+galaxy3
2022-03,33497,8,rbc_mafft/7.221.3
2022-03,32850,127,EMBOSS: getorf42/5.0.0.1
2022-03,32141,20,cuffquant/2.2.1.1
2022-03,31949,13,idba_ud/1.1.3+galaxy1
2022-03,31067,206,cutadapt/3.4+galaxy0
2022-03,30758,112,intervene_upset/0.6.5
2022-03,30616,445,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
2022-03,30470,62,picard_CleanSam/2.18.2.1
2022-03,29954,9,deeptools_correct_gc_bias/3.3.2.0.0
2022-03,29819,95,qualimap_rnaseq/2.2.2d+galaxy1
2022-03,29681,48,busco/4.1.4
2022-03,28978,2,augustus_training/3.3.3
2022-03,28843,797,presto_parselog/0.5.4
2022-03,28838,109,flash/1.2.11.4
2022-03,28585,1264,deeptools_plot_profile/3.3.2.0.0
2022-03,28564,12,peakcalling_sicer/1.1
2022-03,28148,684,picard_CollectInsertSizeMetrics/2.18.2.1
2022-03,28064,34,keras_train_and_eval/1.0.8.3
2022-03,27718,17,deeptools_plot_fingerprint/2.5.0.0
2022-03,27477,791,edger/3.34.0+galaxy2
2022-03,27305,18,bowtie_wrapper/1.2.0
2022-03,26941,64,nextclade/1.5.1+galaxy0
2022-03,26735,3073,bedtools_intersectbed/2.30.0
2022-03,26633,8,spaln/2.4.6+galaxy0
2022-03,26441,2239,sra_source/sra_source
2022-03,26078,2,bamtools/2.4.0
2022-03,25977,2,deeptools_bam_coverage/3.1.2.0.0
2022-03,25966,25,bacteria_tradis/1.4.5+galaxy2
2022-03,25668,27,split_file_to_collection/0.5.0
2022-03,25657,1,repeatmasker_wrapper/4.0.7+galaxy2
2022-03,25484,235,mothur_rarefaction_single/1.39.5.0
2022-03,24965,120,rseqc_bam_stat/2.6.4
2022-03,24907,1224,samtools_flagstat/2.0.3
2022-03,24699,6,repeatmasker_wrapper/4.1.2-p1+galaxy0
2022-03,24350,36,raceid_clustering/3.1
2022-03,24195,1307,ebi_sra_main/ebi_sra_main
2022-03,23462,2100,cat1/cat1
2022-03,22991,1552,mothur_unique_seqs/1.39.5.0
2022-03,22973,2,busco/5.0.0+galaxy0
2022-03,22535,80,fastp/0.19.5+galaxy1
2022-03,22205,15,microsatellite/1.0.0
2022-03,22196,12,meme_fimo/5.0.5.0
2022-03,22058,492,fastqc/0.72
2022-03,21932,953,tp_grep_tool/1.1.1
2022-03,21778,584,dada2_mergePairs/1.18+galaxy0
2022-03,21726,505,bcftools_norm/1.10
2022-03,21590,2,vcfdistance/1.0.0_rc3+galaxy0
2022-03,21487,286,cshl_fastx_collapser/1.0.1
2022-03,21380,48,rseqc_bam2wig/2.6.4
2022-03,21197,89,stringtie/2.1.1
2022-03,21010,20,spades_coronaspades/3.15.3+galaxy2
2022-03,20234,4,hisat2/2.1.0+galaxy4
2022-03,20170,329,compress_file/0.1.0
2022-03,20028,1031,gops_intersect_1/1.0.0
2022-03,19982,221,fastq_to_tabular/1.1.5
2022-03,19939,221,picard_AddOrReplaceReadGroups/2.18.2.1
2022-03,19903,1592,Add_a_column1/1.6
2022-03,19852,18,picard_ValidateSamFile/2.18.2.1
2022-03,19538,39,dada2_dada/1.18+galaxy0
2022-03,19070,76,pileup_parser/1.0.2
2022-03,18948,992,volcanoplot/0.0.5
2022-03,18518,33,random_lines1/random_lines1
2022-03,17920,33,samtools_calmd/2.0.2
2022-03,17794,1756,Cut1/Cut1
2022-03,16609,227,dada2_removeBimeraDenovo/1.20+galaxy0
2022-03,16426,308,anndata_inspect/0.7.5+galaxy0
2022-03,16220,143,ivar_trim/1.3.1+galaxy2
2022-03,16006,118,bp_genbank2gff3/1.1
2022-03,15878,242,fastq_quality_trimmer/1.1.5
2022-03,15484,3,scpipe/1.0.0+galaxy2
2022-03,15270,4,picard_RevertSam/2.18.2.1
2022-03,15242,194,qualimap_bamqc/2.2.2d+galaxy3
2022-03,15189,163,trimmer/trimmer
2022-03,15182,18,samtools_rmdup/2.0
2022-03,15023,11,salmon/0.11.2
2022-03,14973,5,deeptools_compute_matrix/3.0.2.0
2022-03,14869,71,picard_FastqToSam/2.18.2.1
2022-03,14834,289,ncbi_makeblastdb/2.10.1+galaxy0
2022-03,14709,262,gops_subtract_1/1.0.0
2022-03,14609,80,mummer_mummer/4.0.0rc1+galaxy2
2022-03,14537,1450,sort1/sort1
2022-03,14536,718,ivar_consensus/1.3.1+galaxy0
2022-03,14476,493,Extract genomic DNA 1/3.0.3+galaxy2
2022-03,14378,311,bcftools_call/1.10
2022-03,14280,50,meme_meme/5.0.5.0
2022-03,14197,3,picard_MergeBamAlignment/2.18.2.1
2022-03,13962,393,seq_filter_by_id/0.2.7
2022-03,13682,197,cshl_fastx_renamer/0.0.14+galaxy1
2022-03,13619,81,prestor_abseq3/0.5.4
2022-03,13562,1640,tp_cut_tool/1.1.0
2022-03,13411,6,spades_metaviralspades/3.15.3+galaxy2
2022-03,13393,63,tb_profiler_profile/3.0.8+galaxy0
2022-03,13206,464,jbrowse/1.16.11+galaxy1
2022-03,13098,35,sickle/1.33.2
2022-03,13069,1,freebayes/0.0.3
2022-03,12930,924,tp_sed_tool/1.1.1
2022-03,12859,115,racon/1.4.20+galaxy0
2022-03,12836,1177,cat_multiple/0.2
2022-03,12787,693,rseqc_infer_experiment/2.6.4.1
2022-03,12738,99,bioext_bam2msa/0.20.4+galaxy0
2022-03,12706,652,Kraken2Tax/1.2
2022-03,12687,148,vcf2tsv/1.0.0_rc3+galaxy0
2022-03,12639,60,exonerate/2.4.0+galaxy2
2022-03,12411,60,picard_CASM/2.18.2.1
2022-03,12368,90,tximport/1.22.0
2022-03,12283,328,vcfallelicprimitives/1.0.0_rc3+galaxy0
2022-03,12263,80,kraken/1.3.1
2022-03,12223,8,pileup_interval/1.0.3
2022-03,11761,94,cshl_fastx_clipper/1.0.3
2022-03,11515,54,genrich/0.5+galaxy2
2022-03,11404,210,filtlong/0.2.0+galaxy1
2022-03,11169,370,taxonomy_krona_chart/2.7.1
2022-03,11164,29,vegan_rarefaction/2.4-3
2022-03,11094,15,bamtools_split/2.4.0
2022-03,10935,223,pe_histogram/1.0.1
2022-03,10823,14,EMBOSS: primersearch81/5.0.0.1
2022-03,10698,41,picard_DownsampleSam/2.18.2.1
2022-03,10598,56,dada2_plotQualityProfile/1.20+galaxy0
2022-03,10577,5,spades_metaplasmidspades/3.15.3+galaxy2
2022-03,10420,411,presto_parseheaders/0.5.4
2022-03,10348,14,kc-align/1.0.2
2022-03,10199,8,bowtie_wrapper/1.1.2
2022-03,10064,595,tab2fasta/1.1.1
2022-03,10031,10,picard_CollectWgsMetrics/2.18.2.1
2022-03,10027,27,macs2_bdgdiff/2.1.1.20160309.1
2022-03,9920,4,samtools_calmd/2.0.1
2022-03,9859,435,ncbi_acc_download/0.2.7+galaxy0
2022-03,9848,4,seqtk_seq/1.3.3
2022-03,9845,23,porechop/0.2.3
2022-03,9798,2,fasterq_dump/2.10.8+galaxy0
2022-03,9783,113,Paste1/Paste1
2022-03,9744,1044,comp1/comp1
2022-03,9620,11,kallisto_pseudo/0.46.2+galaxy0
2022-03,9576,55,featurecounts/2.0.1
2022-03,9568,18,bedtools_bamtobed/2.27.0.0
2022-03,9553,44,plotly_regression_performance_plots/0.1
2022-03,9471,26,sam_bw_filter/1.0.0
2022-03,9349,46,ruvseq/1.26.0+galaxy0
2022-03,9244,1011,Grep1/Grep1
2022-03,9146,592,scanpy_plot/1.7.1+galaxy1
2022-03,9104,3,mimodd_delcall/0.1.9
2022-03,9080,72,deseq2/2.11.40.6+galaxy1
2022-03,9071,58,anndata_import/0.7.5+galaxy0
2022-03,8943,33,gops_coverage_1/1.0.0
2022-03,8890,28,macs2_filterdup/2.1.1.20160309.1
2022-03,8840,58,cshl_fastx_barcode_splitter/1.0.0
2022-03,8819,1076,filter_by_fasta_ids/2.3
2022-03,8803,14,macs2_bdgcmp/2.1.1.20160309.0
2022-03,8774,376,samtools_view/1.9+galaxy2
2022-03,8739,58,samtools_view/1.9+galaxy1
2022-03,8715,616,table_compute/1.2.4+galaxy0
2022-03,8662,740,csv_to_tabular/csv_to_tabular
2022-03,8633,66,dropletutils/1.10.0+galaxy2
2022-03,8444,207,featurecounts/1.6.4+galaxy1
2022-03,8379,34,fastqc/0.64
2022-03,8317,436,fasta-stats/2.0
2022-03,8162,6,fasterq_dump/2.10.4
2022-03,8115,808,mothur_count_seqs/1.39.5.0
2022-03,8033,7,picard_FilterSamReads/2.18.2.1
2022-03,8019,213,fgsea/1.8.0+galaxy1
2022-03,8012,23,deeptools_compute_matrix/2.5.0.0
2022-03,7997,442,tp_head_tool/1.1.0
2022-03,7922,247,kraken-report/1.3.1
2022-03,7885,10,vcfhethom/1.0.0_rc3+galaxy0
2022-03,7883,473,Count1/Count1
2022-03,7866,2,alleyoop/0.4.3+galaxy1
2022-03,7844,182,fastq_join/1.1.2-806.1
2022-03,7760,472,Convert characters1/Convert characters1
2022-03,7645,233,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
2022-03,7632,18,Show tail1/Show tail1
2022-03,7528,460,tp_easyjoin_tool/1.1.2
2022-03,7494,18,macs2_predictd/2.1.1.20160309.0
2022-03,7413,62,deseq2/2.11.40.6+galaxy2
2022-03,7378,48,bedtools_bamtofastq/2.27.1
2022-03,7283,46,cuffmerge/2.2.1.2
2022-03,7041,400,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
2022-03,7011,14,tradis_gene_insert_sites/1.4.5+galaxy2
2022-03,7004,627,rgweblogo3/3.5.0
2022-03,6925,38,bcftools_merge/1.10
2022-03,6897,73,picard_NormalizeFasta/2.18.2.1
2022-03,6895,6,align_families/3.0.2
2022-03,6883,956,datamash_ops/1.1.0
2022-03,6865,4,dada2_removeBimeraDenovo/1.18+galaxy0
2022-03,6786,240,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
2022-03,6766,45,snippy_core/4.6.0+galaxy0
2022-03,6759,31,snpSift_annotate/4.3+t.galaxy1
2022-03,6723,661,snpSift_filter/4.3+t.galaxy1
2022-03,6660,324,CONVERTER_uncompressed_to_gz/CONVERTER_uncompressed_to_gz
2022-03,6626,34,raceid_filtnormconf/3.1
2022-03,6621,1,egsea/1.10.0
2022-03,6558,364,tp_awk_tool/1.1.2
2022-03,6509,96,bcftools_view/1.10
2022-03,6469,100,ivar_variants/1.3.1+galaxy2
2022-03,6423,62,jvarkit_wgscoverageplotter/20201223+galaxy0
2022-03,6410,110,seqtk_trimfq/1.3.1
2022-03,6331,116,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
2022-03,6238,9,gmx_em/2020.2+galaxy0
2022-03,6233,536,param_value_from_file/param_value_from_file
2022-03,6167,18,bioext_bealign/0.20.4+galaxy0
2022-03,6103,411,deeptools_plot_correlation/3.3.2.0.0
2022-03,6089,300,cshl_fastx_reverse_complement/1.0.2+galaxy0
2022-03,6067,484,filter_tabular/3.3.0
2022-03,6037,714,addName/0.2.0
2022-03,5983,847,samtools_idxstats/2.0.3
2022-03,5930,143,mothur_dist_shared/1.39.5.0
2022-03,5923,99,gops_merge_1/1.0.0
2022-03,5839,122,mummer_dnadiff/4.0.0rc1+galaxy2
2022-03,5713,3,salmon/0.14.1.2+galaxy1
2022-03,5701,88,goenrichment/2.0.1
2022-03,5692,4,anndata_export/0.7.5+galaxy0
2022-03,5674,8,bamSplit/2.4.0
2022-03,5619,635,bedtools_getfastabed/2.30.0
2022-03,5576,442,tp_cat/0.1.0
2022-03,5576,109,samtools_markdup/1.13
2022-03,5557,301,ggplot2_point/3.3.5+galaxy0
2022-03,5490,271,bcftools_annotate/1.10
2022-03,5438,405,snpeff_sars_cov_2/4.5covid19
2022-03,5431,170,stringtie_merge/2.1.7+galaxy1
2022-03,5421,8,strelka_germline/2.9.10+galaxy0
2022-03,5366,5,picard_CollectGcBiasMetrics/2.18.2.1
2022-03,5338,43,crossmap_bed/0.5.2+galaxy0
2022-03,5309,127,fastq_groomer/1.0.4
2022-03,5289,787,mothur_heatmap_sim/1.39.5.0
2022-03,5273,546,Remove beginning1/Remove beginning1
2022-03,5216,407,snpSift_extractFields/4.3+t.galaxy0
2022-03,5143,226,seqtk_sample/1.2.0
2022-03,5140,203,scanpy_inspect/1.7.1+galaxy0
2022-03,5063,4,prokka/1.13
2022-03,4991,9,samtools_sort/2.0.1
2022-03,4933,355,bcftools_consensus/1.10+galaxy1
2022-03,4885,11,meryl/1.3+galaxy4
2022-03,4848,3,picard_FixMateInformation/2.18.2.1
2022-03,4839,37,ambertools_acpype/21.10+galaxy0
2022-03,4830,41,macs2_bdgbroadcall/2.1.1.20160309.0
2022-03,4819,292,PlasFlow/1.0
2022-03,4768,209,anndata_manipulate/0.7.5+galaxy0
2022-03,4684,12,trimmomatic/0.36.6
2022-03,4680,23,scanpy_remove_confounders/1.7.1+galaxy0
2022-03,4644,32,featurecounts/2.0.1+galaxy1
2022-03,4612,16,samtools_split/1.9
2022-03,4533,15,bedtools_unionbedgraph/2.30.0
2022-03,4518,411,tab2fasta/1.1.0
2022-03,4487,2,mothur_make_contigs/1.39.5.0
2022-03,4476,31,samtools_fixmate/1.13
2022-03,4465,345,bedtools_sortbed/2.30.0
2022-03,4447,37,samtools_flagstat/2.0
2022-03,4439,85,scanpy_filter/1.7.1+galaxy0
2022-03,4423,55,jcvi_gff_stats/0.8.4
2022-03,4416,162,ggplot2_heatmap/3.3.5+galaxy0
2022-03,4287,5,maker/2.31.11
2022-03,4221,85,mothur_cluster/1.39.5.0
2022-03,4204,254,tp_multijoin_tool/1.1.1
2022-03,4201,769,mothur_tree_shared/1.39.5.0
2022-03,4167,295,fasta2tab/1.1.1
2022-03,4163,503,mothur_clearcut/1.39.5.0
2022-03,4140,6,picard_EstimateLibraryComplexity/2.18.2.1
2022-03,4137,149,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
2022-03,4125,8,samtools_merge/1.9
2022-03,4030,5,umi_tools_extract/0.5.5.1
2022-03,4000,156,mergeCols1/mergeCols1
2022-03,3974,4,fastq_dump/2.10.9+galaxy0
2022-03,3962,24,kraken-mpa-report/1.2.4
2022-03,3859,579,mothur_taxonomy_to_krona/1.0
2022-03,3852,13,cutadapt/1.16.1
2022-03,3851,20,scatterplot_rpy/1.0.3
2022-03,3806,352,bandage_image/0.8.1+galaxy3
2022-03,3801,541,newick_display/1.6+galaxy1
2022-03,3792,365,Summary_Statistics1/Summary_Statistics1
2022-03,3785,142,snpEff_build_gb/4.3+T.galaxy4
2022-03,3758,192,snpEff_download/4.3+T.galaxy2
2022-03,3733,24,scanpy_run_tsne/1.7.2+galaxy0
2022-03,3732,30,seurat/4.0.5+galaxy0
2022-03,3712,31,model_prediction/1.0.8.3
