month_year,num_jobs,tool_name,tool_version
 2020-6     ,125,stringtie_merge,2.1.1                                                                       
 2020-6     ,125,fgsea,1.8.0+galaxy1                                                                             
 2020-6     ,123,ncbi_makeblastdb,0.3.3                                                            
 2020-6     ,119,trim_galore,0.4.3.1                                                                 
 2020-6     ,116,stringtie,1.3.6                                                                             
 2020-6     ,115,sam_to_bam,2.1.1                                                                       
 2020-6     ,114,vcf2pgSnp,1.0.0                                                                         
 2020-6     ,113,picard_SamToFastq,2.18.2.2                                                                 
 2020-6     ,112,sam_dump,2.10.4+galaxy1                                                                     
 2020-6     ,111,picard_CASM,2.18.2.1                                                                       
 2020-6     ,109,rseqc_FPKM_count,2.6.4.1                                                                     
 2020-6     ,109,ggplot2_pca,2.2.1                                                                         
 2020-6     ,107,egsea,1.10.0                                                                                    
 2020-6     ,106, CONVERTER_fasta_to_fai                                                                                                                 , CONVERTER_fasta_to_fai                                                                                                                 
 2020-6     ,105,spades,3.12.0+galaxy1                                                                          
 2020-6     ,104,gatk_unified_genotyper,0.0.6                                                    
 2020-6     ,104,gops_basecoverage_1,1.0.0                                                            
 2020-6     ,104,poretools_extract,0.6.1a1.0                                                         
 2020-6     ,104,featurecounts,1.6.3+galaxy2                                                             
 2020-6     ,103,qualimap_rnaseq,2.2.2d+galaxy1                                                        
 2020-6     ,103,iqtree,1.5.5.3                                                                                 
 2020-6     ,103,picard_CollectInsertSizeMetrics,2.18.2.1                                                   
 2020-6     ,103,jbrowse,1.16.8+galaxy1                                                                        
 2020-6     ,102,trinity_align_and_estimate_abundance,2.9.1                       
 2020-6     ,101,bedtools_sortbed,2.29.0                                                                      
 2020-6     ,100,gffcompare,0.11.2                                                                          
 2020-6     ,100,vcf2tsv,1.0.0_rc3+galaxy0                                                                 
 2020-6     ,98,gatk_realigner_target_creator,0.0.4                                      
 2020-6     ,98,ggplot2_heatmap,2.2.1                                                                 
 2020-6     ,98,fastq_paired_end_deinterlacer,1.1.2                                 
 2020-6     ,97,bcftools_call,1.1
 2020-6     ,97,split_file_to_collection,0.4.0                                         
 2020-6     ,96,diffbind,2.10.0                                                                        
 2020-6     ,96, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
 2020-6     ,96,vcfcombine,1.0.0_rc3+galaxy0                                                           
 2020-6     ,95, CONVERTER_bed_to_gff_0                                                                                                                 , CONVERTER_bed_to_gff_0                                                                                                                 
 2020-6     ,92,tophat2,0.9
 2020-6     ,91,sklearn_numeric_clustering,1.0.8.1                                   
 2020-6     ,90,sam_pileup,1.1.3                                                                       
 2020-6     ,90,pilon,1.20.1                                                                                    
 2020-6     ,90,bedtools_multiintersectbed,2.29.2                                                            
 2020-6     ,89,meme_meme,5.0.5.0                                                                           
 2020-6     ,89,roary,3.13.0                                                                                    
 2020-6     ,88,deeptools_plot_pca,3.3.2.0.0                                                 
 2020-6     ,88,pe_histogram,1.0.1                                                                       
 2020-6     ,88,mothur_count_seqs,1.39.5.0                                                          
 2020-6     ,88, CONVERTER_interval_to_bed12_0                                                                                                          , CONVERTER_interval_to_bed12_0                                                                                                          
 2020-6     ,87,cshl_fastx_reverse_complement,1.0.2+galaxy0                              
 2020-6     ,87,prinseq,0.20.4                                                                                
 2020-6     ,87,fasta-stats,1.0.1                                                                         
 2020-6     ,87,gtftobed12,357
 2020-6     ,87,sam_dump,2.10.7+galaxy0                                                                     
 2020-6     ,87,tp_sed_tool,1.1.1                                                               
 2020-6     ,87,plant_tribes_assembly_post_processor,1.0.3.0                    
 2020-6     ,86,bamFilter,0.0.1                                                                   
 2020-6     ,86,rseqc_read_distribution,2.6.4.1                                                              
 2020-6     ,85,correct_barcodes,2.14
 2020-6     ,85,fasta_compute_length,1.0.3                                                   
 2020-6     ,85,meme_fimo,5.0.5.0                                                                           
 2020-6     ,85,newick_display,1.6+galaxy1                                                               
 2020-6     ,85,make_families,2.14
 2020-6     ,85,precheck,2.14
 2020-6     ,85,gops_subtract_1,1.0.0                                                                    
 2020-6     ,84, Show beginning1                                                                                                                        , Show beginning1                                                                                                                        
 2020-6     ,84,sam2interval,1.0.2                                                                   
 2020-6     ,83,cummerbund_to_cuffdiff,1.0.1                                                
 2020-6     ,83,samtools_depth,1.9
 2020-6     ,83,kraken-translate,1.3.1                                                           
 2020-6     ,83,fastq_join,1.1.2-806.1                                                                
 2020-6     ,82,snpEff_databases,4.3+T.galaxy2                                                                 
 2020-6     ,81,picard_MarkDuplicates,1.126.0                                                              
 2020-6     ,81,picard_MergeSamFiles,1.126.0                                                               
 2020-6     ,81,vcfallelicprimitives,1.0.0_rc3+galaxy0                                       
 2020-6     ,81,dexseq_count,1.28.1.0                                                                          
 2020-6     ,80,freebayes,1.1.0.46-0                                                                    
 2020-6     ,80,fasta_concatenate0,0.0.1                                             
 2020-6     ,80,bwa_wrapper,1.2.3                                                                    
 2020-6     ,80,cshl_fastx_collapser,1.0.1                                                        
 2020-6     ,80,picard_CollectRnaSeqMetrics,2.18.2.2                                                       
 2020-6     ,79, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
 2020-6     ,79,fastq_paired_end_interlacer,1.2.0.1                                   
 2020-6     ,79,sklearn_build_pipeline,1.0.8.2                                           
 2020-6     ,78,picard_CleanSam,1.126.0                                                                    
 2020-6     ,76,ngsutils_bam_filter,0.5.9                                                         
 2020-6     ,76,fasta_filter_by_length,1.2
 2020-6     ,76, liftOver1                                                                                                                              , liftOver1                                                                                                                              
 2020-6     ,76,deeptools_compute_matrix,3.1.2.0.0                                     
 2020-6     ,75,mothur_heatmap_sim,1.39.5.0                                                        
 2020-6     ,75,nanoplot,1.28.2+galaxy1                                                                      
 2020-6     ,74,macs2_bdgpeakcall,2.1.1.20160309.0                                                              
 2020-6     ,74,megahit,1.1.3.4                                                                               
 2020-6     ,74,bcftools_filter,1.1
 2020-6     ,73,fastq_paired_end_splitter,1.1.5                                         
 2020-6     ,73,deeptools_multi_bigwig_summary,3.3.2.0.0                         
 2020-6     ,72,sickle,1.33.2                                                                                  
 2020-6     ,72,mothur_tree_shared,1.39.5.0                                                        
 2020-6     ,71,sequence_content_trimmer,0.1
 2020-6     ,71,bcftools_merge,1.1
 2020-6     ,70,snpsift_vartype,4.3+t.galaxy0                                                                 
 2020-6     ,70,rseqc_bam2wig,2.6.4                                                                          
 2020-6     ,70,mothur_sub_sample,1.39.5.0                                                          
 2020-6     ,70,mummer_mummer,4.0.0beta2+galaxy0                                                        
 2020-6     ,70,mummer_nucmer,4.0.0beta2+galaxy0                                                        
 2020-6     ,70, CONVERTER_vcf_to_bgzip_0                                                                                                               , CONVERTER_vcf_to_bgzip_0                                                                                                               
 2020-6     ,69,tximport,0.1
 2020-6     ,69,build_ucsc_custom_track_1,1.0.0                                                 
 2020-6     ,69,tp_sort_header_tool,1.1.1                                                       
 2020-6     ,68,addName,0.1.2                                                            
 2020-6     ,68, gff2bed1                                                                                                                               , gff2bed1                                                                                                                               
 2020-6     ,68,kraken-report,1.3.1                                                                 
 2020-6     ,68,bcftools_view,1.1
 2020-6     ,67,ebi_search_rest_results,0.1.1                                                 
 2020-6     ,66,tp_tail_tool,1.1.0                                                              
 2020-6     ,66,maker,2.31.10+galaxy1                                                                           
 2020-6     ,66,bcftools_annotate,1.1
 2020-6     ,66,bandage_image,0.8.1+galaxy2                                                                   
 2020-6     ,65,sklearn_sample_generator,1.0.8.2                                       
 2020-6     ,65,bedtools_sortbed,2.29.2                                                                      
 2020-6     ,65,mothur_pre_cluster,1.39.5.0                                                        
 2020-6     ,65,gatk_indel_realigner,0.0.6                                                        
 2020-6     ,65,ncbi_blastp_wrapper,0.3.3                                                         
 2020-6     ,64,pygenomeTracks,3.2.1                                                                   
 2020-6     ,64,XY_Plot_1,1.0.2                                                                           
 2020-6     ,64,mothur_chimera_vsearch,1.39.5.1                                                
 2020-6     ,63,pathview,1.24.0+galaxy0                                                                      
 2020-6     ,60,snpSift_filter,4.3+t.galaxy0                                                                  
 2020-6     ,60,edger,3.24.1                                                                                    
 2020-6     ,60,Kraken2Tax,1.2
 2020-6     ,60,sklearn_clf_metrics,1.0.8.2                                                 
 2020-6     ,59,varscan_somatic,2.4.3.6                                                               
 2020-6     ,59, CONVERTER_len_to_linecount                                                                                                             , CONVERTER_len_to_linecount                                                                                                             
 2020-6     ,59,fastqc,0.69
 2020-6     ,59, CONVERTER_fasta_to_len                                                                                                                 , CONVERTER_fasta_to_len                                                                                                                 
 2020-6     ,59,sklearn_feature_selection,1.0.8.2                                     
 2020-6     ,58, CONVERTER_wig_to_bigwig                                                                                                                , CONVERTER_wig_to_bigwig                                                                                                                
 2020-6     ,57,gops_coverage_1,1.0.0                                                                    
 2020-6     ,57,samtools_markdup,1.9+galaxy2                                                         
 2020-6     ,57,hisat2,2.1.0+galaxy4                                                                           
 2020-6     ,57,trinity_abundance_estimates_to_matrix,2.9.1                     
 2020-6     ,57,bedtools_bedtobam,2.29.0                                                                     
 2020-6     ,55, Show tail1                                                                                                                             , Show tail1                                                                                                                             
 2020-6     ,55,table_annovar,0.1
 2020-6     ,55, Paste1                                                                                                                                 , Paste1                                                                                                                                 
 2020-6     ,55,picard_MarkDuplicatesWithMateCigar,2.18.2.1                                                
 2020-6     ,54, CONVERTER_ref_to_seq_taxomony                                                                                                          , CONVERTER_ref_to_seq_taxomony                                                                                                          
 2020-6     ,54,bedtools_multiintersectbed,2.29.0                                                            
 2020-6     ,54,allele_counts_1,1.2
 2020-6     ,54,sklearn_regression_metrics,1.0.8.2                                   
 2020-6     ,53, CONVERTER_vcf_to_tabix_0                                                                                                               , CONVERTER_vcf_to_tabix_0                                                                                                               
 2020-6     ,53, ChangeCase                                                                                                                             , ChangeCase                                                                                                                             
 2020-6     ,53,presto_filterseq,0.5.4                                                               
 2020-6     ,53,gd_raxml,1.0.0                                                                
 2020-6     ,52,seqtk_fqchk,1.3.1                                                                               
 2020-6     ,52,mothur_dist_shared,1.39.5.0                                                        
 2020-6     ,52,flanking_features_1,4.0.1                                                       
 2020-6     ,52,fastq_to_tabular,1.1.5                                                           
 2020-6     ,51,fastq_groomer,1.0.4                                                                 
 2020-6     ,51,samtools_bedcov,2.0.2                                                             
 2020-6     ,51,mothur_count_groups,1.39.5.0                                                      
 2020-6     ,51,tp_find_and_replace,1.1.3                                                       
 2020-6     ,51,tp_uniq_tool,1.1.1                                                              
 2020-6     ,51,bg_find_subsequences,0.2
 2020-6     ,51,meme_chip,4.11.2+galaxy1                                                                    
 2020-6     ,50,gatk4_mutect2,4.1.7.0+galaxy02                                                          
 2020-6     ,50,pca1,1.0.2                                                           
 2020-6     ,49,transdecoder,3.0.1                                                                       
 2020-6     ,49, CONVERTER_bed_to_fli_0                                                                                                                 , CONVERTER_bed_to_fli_0                                                                                                                 
 2020-6     ,49, CONVERTER_bed_to_bgzip_0                                                                                                               , CONVERTER_bed_to_bgzip_0                                                                                                               
 2020-6     ,49,column_remove_by_header,0.0.1                                                 
 2020-6     ,49,subtract_query1,0.1
 2020-6     ,49,bedtools_bamtofastq,2.27.1                                                                   
 2020-6     ,49, __IMPORT_HISTORY__                                                                                                                     , __IMPORT_HISTORY__                                                                                                                     
 2020-6     ,48,bedtools_subtractbed,2.29.0                                                                  
 2020-6     ,48,fastq_trimmer,1.1.1                                                                 
 2020-6     ,48,sklearn_generalized_linear,1.0.8.2                                   
 2020-6     ,47,rseqc_bam_stat,2.6.4                                                                         
 2020-6     ,47,bedtools_mergebed,2.29.2                                                                     
 2020-6     ,47,snpSift_annotate,4.3+t.galaxy1                                                                
 2020-6     ,47,samtools_flagstat,2
 2020-6     ,47,trim_galore,0.4.2                                                                   
 2020-6     ,46,hisat2,2.0.3                                                                                   
 2020-6     ,46,poretools_tabular,0.6.1a1.0                                                         
 2020-6     ,46,lofreq_filter,2.1.5+galaxy0                                                             
 2020-6     ,46,bedtools_bamtofastq,2.24.0                                                                   
 2020-6     ,46,vcfbedintersect,1.0.0_rc3+galaxy0                                                 
 2020-6     ,45,samtools_sort,2.0.1                                                                 
 2020-6     ,44,cuffquant,2.2.1.1                                                                       
 2020-6     ,44,collapse_dataset,4.1
 2020-6     ,44, CONVERTER_bam_to_qname_sorted_bam                                                                                                      , CONVERTER_bam_to_qname_sorted_bam                                                                                                      
 2020-6     ,44,mothur_dist_seqs,1.39.5.0                                                            
 2020-6     ,44,seurat,3.1.2                                                                                   
 2020-6     ,43,bcftools_stats,1.1
 2020-6     ,43,mothur_remove_seqs,1.39.5.0                                                        
 2020-6     ,43,picard_DownsampleSam,2.18.2.1                                                              
 2020-6     ,43,bedtools_slopbed,2.29.0                                                                      
 2020-6     ,43,umi_tools_count,0.5.5.1                                                               
 2020-6     ,43,picard_FastqToSam,2.18.2.1                                                                 
 2020-6     ,42,mothur_rarefaction_single,1.39.5.0                                          
 2020-6     ,42,bg_diamond,0.9.29.0                                                                     
 2020-6     ,42,vcfselectsamples,1.0.0_rc3+galaxy0                                               
 2020-6     ,42,trinity,2.9.1                                                                                 
 2020-6     ,41,dunovo,2.14
 2020-6     ,41,gatk4_mutect2,4.1.4.0+galaxy2                                                           
 2020-6     ,41,fasta_filter_by_length,1.1
 2020-6     ,40,scpipe,1.0.0+galaxy1                                                                           
 2020-6     ,40,macs2_filterdup,2.1.1.20160309.1                                                                
 2020-6     ,40,fastq_to_fasta_python,1.1.1                                                          
 2020-6     ,40,intervene_pairwise,0.6.4                                                                    
 2020-6     ,40,rnaspades,3.9.0.1                                                                           
 2020-6     ,40,mothur_biom_info,1.39.5.0                                                            
 2020-6     ,40,histogram_rpy,1.0.3                                                                     
 2020-6     ,40,circos,0.69.8+galaxy4                                                                          
 2020-6     ,39,deeptools_plot_fingerprint,3.3.2.0.0                                 
 2020-6     ,39,bcftools_concat,1.1
 2020-6     ,38,flash,1.2.11.4                                                                                  
 2020-6     ,38,sklearn_data_preprocess,1.0.8.2                                         
 2020-6     ,38,progressivemauve,2015_02_13.0                                                        
 2020-6     ,38,mothur_merge_files,1.39.5.0                                                        
 2020-6     ,38,rseqc_inner_distance,2.6.4.1                                                                 
 2020-6     ,38,bandage_info,0.8.1+galaxy1                                                                    
 2020-6     ,38,trinity_run_de_analysis,2.9.1                                                 
 2020-6     ,37,tabular_to_fastq,1.1.5                                                           
 2020-6     ,37,mlst,2.19.0                                                                                      
 2020-6     ,37,sklearn_ensemble,1.0.8.2                                                       
 2020-6     ,37,varscan_copynumber,2.4.3.2                                                         
 2020-6     ,37,gops_merge_1,1.0.0                                                                          
 2020-6     ,37,bcftools_consensus,1.1
 2020-6     ,37,mummer_dnadiff,4.0.0beta2+galaxy0                                                      
 2020-6     ,36,mothur_summary_single,1.39.5.0                                                  
 2020-6     ,36,crossmap_bed,0.3.7                                                                       
 2020-6     ,36,hisat2,2.1.0+galaxy3                                                                           
 2020-6     ,36,EMBOSS: needle56,5.0.0.1                                                                 
 2020-6     ,36,hyphy_fel,2.5.14+galaxy0                                                                    
 2020-6     ,36,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2020-6     ,35,ivar_variants,1.2.2+galaxy0                                                             
 2020-6     ,35,dada2_seqCounts,1.14+galaxy0                                                          
 2020-6     ,35,presto_parseheaders,0.5.4                                                         
 2020-6     ,35,fasterq_dump,2.10.4                                                                         
 2020-6     ,35,multiqc,1.7
 2020-6     ,35,replace_column_with_key_value_file,0.2
 2020-6     ,35,deeptools_plot_profile,3.3.0.0.0                                         
 2020-6     ,35,vcffilter2,1.0.0_rc1+galaxy1                                                            
 2020-6     ,35,unicycler,0.4.8.0                                                                           
 2020-6     ,35,cshl_fasta_formatter,1.0.1                                                        
 2020-6     ,35,dada2_mergePairs,1.14+galaxy0                                                        
 2020-6     ,35,pipelign,0.2+galaxy0                                                                         
 2020-6     ,34,cuffcompare,2.2.1.1                                                                   
 2020-6     ,34,vcfannotate,1.0.0_rc3+galaxy0                                                         
 2020-6     ,34,snippy_core,4.5.0                                                                              
 2020-6     ,34, CONVERTER_fasta_to_2bit                                                                                                                , CONVERTER_fasta_to_2bit                                                                                                                
 2020-6     ,34,bam_to_scidx,1.0.1                                                                       
 2020-6     ,34,mlst,2.16.1                                                                                      
 2020-6     ,33,sam_bw_filter,1.0.0                                                       
 2020-6     ,33,mothur_fastq_info,1.39.5.0                                                          
 2020-6     ,33,bedtools_coveragebed,2.29.0                                                                  
 2020-6     ,33,rseqc_read_duplication,2.6.4                                                                 
 2020-6     ,32, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2020-6     ,32,hyphy_slac,2.5.14+galaxy0                                                                  
 2020-6     ,32, CONVERTER_bed_to_tabix_0                                                                                                               , CONVERTER_bed_to_tabix_0                                                                                                               
 2020-6     ,32,ruvseq,1.16.0                                                                                  
 2020-6     ,32,kc-align,0.2
 2020-6     ,32,sra_pileup,2.10.3                                                                           
 2020-6     ,32,biom_convert,2.1.5.3                                                                     
 2020-6     ,32,bacteria_tradis,1.4.5+galaxy2                                                               
 2020-6     ,31,bedtools_bamtobed,2.29.2                                                                     
 2020-6     ,31,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2020-6     ,31,picard_CollectGcBiasMetrics,2.18.2.1                                                       
 2020-6     ,31,freebayes,0.4
 2020-6     ,31,seqtk_mergepe,1.3.1                                                                             
 2020-6     ,31,mimodd_info,0.1.9                                                                       
 2020-6     ,31,bedtools_multicovtbed,2.29.0                                                                 
 2020-6     ,31,mothur_corr_axes,1.39.5.0                                                            
 2020-6     ,31,bedtools_multicovtbed,2.27.1                                                                 
 2020-6     ,31,uniprot,0.2
 2020-6     ,31,cshl_fastq_quality_converter,1.0.1                                        
 2020-6     ,31,bp_genbank2gff3,1.1
 2020-6     ,30,exomedepth,1.1.0                                                                          
 2020-6     ,30,dexseq,1.28.1+galaxy1                                                                          
 2020-6     ,30,bedtools_intersectbed,2.27.1+galaxy1                                                         
 2020-6     ,30,vcfhethom,1.0.0_rc3+galaxy0                                                             
 2020-6     ,30,ggplot2_violin,2.2.1+galaxy0                                                           
 2020-6     ,30,dada2_plotComplexity,1.14+galaxy0                                                
 2020-6     ,30,poretools_qualdist,0.6.1a1.0                                                       
 2020-6     ,30,bedtools_map,2.29.0.2                                                                        
 2020-6     ,30,porechop,0.2.3                                                                               
 2020-6     ,29,mothur_get_sharedseqs,1.39.5.0                                                  
 2020-6     ,29,mothur_cluster,1.39.5.0                                                                
 2020-6     ,29,mothur_get_oturep,1.39.5.0                                                          
 2020-6     ,29,bcftools_convert_to_vcf,1.1
 2020-6     ,29,bowtie2,0.4
 2020-6     ,29,bedtools_multicovtbed,2.29.2                                                                 
 2020-6     ,29,filtlong,0.2.0                                                                               
 2020-6     ,29,mothur_remove_groups,1.39.5.0                                                    
 2020-6     ,29,seqtk_subseq,1.3.1                                                                              
 2020-6     ,29,hyphy_meme,2.5.14+galaxy0                                                                  
 2020-6     ,29,plant_tribes_kaks_analysis,1.0.3.0                                        
 2020-6     ,29, hgv_david                                                                                                                              , hgv_david                                                                                                                              
 2020-6     ,29, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2020-6     ,29,sarscov2formatter,0.1
 2020-6     ,29,gubbins,0.1.0                                                                                 
 2020-6     ,28,poretools_squiggle,0.6.1a1.1                                                       
 2020-6     ,28,mothur_get_groups,1.39.5.0                                                          
 2020-6     ,28,mothur_venn,1.39.5.0                                                                      
 2020-6     ,28, CONVERTER_gff_to_fli_0                                                                                                                 , CONVERTER_gff_to_fli_0                                                                                                                 
 2020-6     ,28,prokka,1.13
 2020-6     ,28,idr,2.0.3                                                                                         
 2020-6     ,28,picard_artifact_metrics,2.18.2.1                                                           
 2020-6     ,28, CONVERTER_gff_to_interval_index_0                                                                                                      , CONVERTER_gff_to_interval_index_0                                                                                                      
 2020-6     ,28,mothur_heatmap_bin,1.39.5.0                                                        
 2020-6     ,28,samtools_fixmate,1.9
 2020-6     ,27,picard_ARRG,1.56.0                                                                         
 2020-6     ,27,sklearn_train_test_split,1.0.8.2                                       
 2020-6     ,27,sina,1.5.0+galaxy1                                                                               
 2020-6     ,27,mothur_make_group,1.39.5.0                                                          
 2020-6     ,27,trinotate,3.1.1                                                                             
 2020-6     ,27,bg_diamond_makedb,0.9.29                                                                
 2020-6     ,27,genetrack,1.0.1                                                                             
 2020-6     ,27,PlasFlow,1
 2020-6     ,26,mothur_make_lefse,1.39.5.0                                                          
 2020-6     ,26,hyphy_prime,2.5.14+galaxy0                                                                
 2020-6     ,26,vsearch_clustering,2.8.3.0                                                                    
 2020-6     ,26,bedtools_bedtobam,2.29.2                                                                     
 2020-6     ,26,kallisto_pseudo,0.46.0.1                                                              
 2020-6     ,26,rna_starsolo,2.7.2b1                                                                     
 2020-6     ,26,vcfbreakcreatemulti,1.0.0_rc3+galaxy0                                         
 2020-6     ,26,samtools_slice_bam,2
 2020-6     ,26,idba_ud,1.1.3+galaxy1                                                                         
 2020-6     ,26,spaln,2.3.2+galaxy0                                                                             
 2020-6     ,25,deeptools_plot_heatmap,3.1.2.0.1                                         
 2020-6     ,25,mothur_sort_seqs,1.39.5.0                                                            
 2020-6     ,25,repeatmasker_wrapper,4.0.7+galaxy2                                                
 2020-6     ,25,bedtools_unionbedgraph,2.29.0                                                                
 2020-6     ,25,gatk_depth_of_coverage,0.0.2                                                    
 2020-6     ,25,mothur_remove_rare,1.39.5.0                                                        
 2020-6     ,25,mimodd_varcall,0.1.9                                                                    
 2020-6     ,25,sarscov2summary,0.1
 2020-6     ,25,bcftools_query,1.1
 2020-6     ,25,align_families,2.14
 2020-6     ,25,mimodd_convert,0.1.9                                                                    
 2020-6     ,24,deseq2,2.11.40.2                                                                               
 2020-6     ,24,mimodd_map,0.1.9                                                                        
 2020-6     ,24,rgPicardMarkDups,1.56.0                                                                    
 2020-6     ,24,dada2_assignTaxonomyAddspecies,1.14+galaxy0                            
 2020-6     ,24,dada2_plotQualityProfile,1.14+galaxy0                                        
 2020-6     ,24,mothur_clearcut,1.39.5.0                                                              
 2020-6     ,24,tb_variant_filter,0.1.3+galaxy0                                                     
 2020-6     ,24,cufflinks,2.2.1.0                                                                       
 2020-6     ,24,salmon,0.8.2                                                                             
 2020-6     ,24,tb_profiler_profile,2.8.4+galaxy1                                                          
 2020-6     ,24,bg_diamond_view,0.9.29                                                                  
 2020-6     ,24,vcfcheck,1.0.0_rc3+galaxy0                                                               
 2020-6     ,23,gprofiler_gost,0.1.7+galaxy11                                                          
 2020-6     ,23, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
 2020-6     ,23,circgraph,0.9-RC2                                                                              
 2020-6     ,23,snpEff,1
 2020-6     ,23,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2020-6     ,23,ml_visualization_ex,1.0.8.2                                                 
 2020-6     ,23,exonerate,2.4.0+galaxy2                                                                     
 2020-6     ,23,transtermhp,2.09.1                                                                        
 2020-6     ,23,bamleftalign,1.1.0.46-0                                                                 
 2020-6     ,23,qualimap_counts,2.2.2d                                                                
 2020-6     ,23,hisat2,2.0.5.2                                                                                 
 2020-6     ,23,gatk_variant_combine,0.0.4                                                        
 2020-6     ,23,vcfgenotypes,1.0.0_rc3+galaxy0                                                       
 2020-6     ,23,freebayes,1.0.2.29-3                                                                    
 2020-6     ,23, gene2exon1                                                                                                                             , gene2exon1                                                                                                                             
 2020-6     ,23, CONVERTER_Bam_Bai_0                                                                                                                    , CONVERTER_Bam_Bai_0                                                                                                                    
 2020-6     ,23,microsatellite,1.0.0                                                       
 2020-6     ,22,datamash_transpose,1.1.0                                                           
 2020-6     ,22,mimodd_sort,0.1.9                                                                       
 2020-6     ,22,fastqc,0.64
 2020-6     ,22,picard_FixMateInformation,2.18.2.1                                                         
 2020-6     ,22,poretools_stats,0.6.1a1.0                                                             
 2020-6     ,22,ebi_metagenomics_run_downloader,0.1.0                                 
 2020-6     ,22,fasta_nucleotide_color_plot,1.0.1                                         
 2020-6     ,22,cuffmerge,0.0.5                                                                         
 2020-6     ,22,jbrowse,1.16.8+galaxy0                                                                        
 2020-6     ,21,seqtk_trimfq,1.3.1                                                                              
 2020-6     ,21,bcftools_cnv,1.1
 2020-6     ,21,samtools_phase,2.0.1                                                               
 2020-6     ,21,rseqc_RPKM_saturation,2.6.4.1                                                                
 2020-6     ,21,gprofiler_convert,0.1.7+galaxy11                                                    
 2020-6     ,21,deeptools_plot_profile,3.1.2.0.0                                         
 2020-6     ,21,vcftools_annotate,0.1
 2020-6     ,20,presto_maskprimers,0.5.4                                                           
 2020-6     ,20,vsearch_dereplication,2.8.3.0                                                                 
 2020-6     ,20,t_test_two_samples,1.0.1                                                       
 2020-6     ,20,bowtie2,2.2.6.2                                                                           
 2020-6     ,20,mothur_indicator,1.39.5.0                                                            
 2020-6     ,20,LinearRegression1,1.0.1                                                         
 2020-6     ,20,deeptools_bam_coverage,3.3.0.0.0                                         
 2020-6     ,20,poretools_events,0.6.1a1.1                                                           
 2020-6     ,20,EMBOSS: pepstats71,5.0.0                                                                 
 2020-6     ,20,rseqc_read_hexamer,2.6.4                                                                     
 2020-6     ,20,bedtools_makewindowsbed,2.29.0                                                               
 2020-6     ,20,maxbin2,2.2.7+galaxy2                                                                      
 2020-6     ,20,mothur_merge_groups,1.39.5.0                                                      
 2020-6     ,20,bowtie2,2.3.4.2                                                                           
 2020-6     ,20,sklearn_model_validation,1.0.8.2                                       
 2020-6     ,19,EMBOSS: geecee41,5.0.0                                                                   
 2020-6     ,19,metaspades,3.9.0                                                                           
 2020-6     ,19,fargene,0.1+galaxy1                                                                           
 2020-6     ,19,mothur_lefse,1.39.5.0                                                                    
 2020-6     ,19, CONVERTER_biom2_to_biom1                                                                                                               , CONVERTER_biom2_to_biom1                                                                                                               
 2020-6     ,19,picard_CollectInsertSizeMetrics,2.7.1.0                                                    
