,tool_id,month_year,avg_cpu_time,tool_name,tool_version
723, toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.1.2                                                        , 2021-05 ,       1768033982236.08180460750853,tp_replace_in_line,1.1.2                                                        
724, toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/2.10.3                                                                           , 2021-05 ,       1765175334583.33333333333333,sra_pileup,2.10.3                                                                           
725, toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap/ggplot2_heatmap/2.2.1                                                                 , 2021-05 ,       1744487354831.43827160493827,ggplot2_heatmap,2.2.1                                                                 
726, toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.69                                                                                , 2021-05 ,       1723170059159.02666666666667,fastqc,0.69                                                                                
727, toolshed.g2.bx.psu.edu/repos/iuc/socru/socru/2.1.7                                                                                     , 2021-05 ,       1717393890244.60000000000000,socru,2.1.7                                                                                     
728, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.30.0                                                                     , 2021-05 ,       1714883316616.94736842105263,bedtools_flankbed,2.30.0                                                                     
729, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_fill_an_ac/bcftools_plugin_fill_an_ac/1.10                                            , 2021-05 ,       1705887290520.00000000000000,bcftools_plugin_fill_an_ac,1.10                                            
730, toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.1.2.0.0                                         , 2021-05 ,       1644702999922.50000000000000,deeptools_plot_profile,3.1.2.0.0                                         
731, toolshed.g2.bx.psu.edu/repos/iuc/dada2_makesequencetable/dada2_makeSequenceTable/1.18+galaxy0                                          , 2021-05 ,       1624072087027.85714285714286,dada2_makeSequenceTable,1.18+galaxy0                                          
732, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.29.2                                                                , 2021-05 ,       1621117631425.00000000000000,bedtools_unionbedgraph,2.29.2                                                                
733, Convert characters1                                                                                                                    , 2021-05 ,       1611849025411.48097826086957, Convert characters1                                                                                                                    , Convert characters1                                                                                                                    
734, master2pgSnp                                                                                                                           , 2021-05 ,       1595377550124.00000000000000, master2pgSnp                                                                                                                           , master2pgSnp                                                                                                                           
735, toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/1.16.5                                                                         , 2021-05 ,       1581139829424.87500000000000,cutadapt,1.16.5                                                                         
736, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.18.2.1                                                             , 2021-05 ,       1574315109338.14285714285714,picard_FilterSamReads,2.18.2.1                                                             
737, toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0                                                                    , 2021-05 ,       1494643801235.71062992125984,tp_cat,0.1.0                                                                    
738, toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/1.0.0_rc3+galaxy0                                                           , 2021-05 ,       1478878575769.93902439024390,vcfcombine,1.0.0_rc3+galaxy0                                                           
739, CONVERTER_bed_to_bgzip_0                                                                                                               , 2021-05 ,       1466524664002.24285714285714, CONVERTER_bed_to_bgzip_0                                                                                                               , CONVERTER_bed_to_bgzip_0                                                                                                               
740, toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc3+galaxy0                                       , 2021-05 ,       1451637667960.76279069767442,vcfallelicprimitives,1.0.0_rc3+galaxy0                                       
741, toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids/3.7.0+galaxy2                                                             , 2021-05 ,       1448359078230.96551724137931,annotatemyids,3.7.0+galaxy2                                                             
742, toolshed.g2.bx.psu.edu/repos/iuc/poretools_extract/poretools_extract/0.6.1a1.0                                                         , 2021-05 ,       1440080780615.52238805970149,poretools_extract,0.6.1a1.0                                                         
743, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.30.0                                                                     , 2021-05 ,       1418218359683.25000000000000,bedtools_bedtoigv,2.30.0                                                                     
744, csv_to_tabular                                                                                                                         , 2021-05 ,       1377655464608.59090909090909, csv_to_tabular                                                                                                                         , csv_to_tabular                                                                                                                         
745, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_tag2tag/bcftools_plugin_tag2tag/1.9+galaxy1                                           , 2021-05 ,       1330490890398.00000000000000,bcftools_plugin_tag2tag,1.9+galaxy1                                           
746, toolshed.g2.bx.psu.edu/repos/iuc/hyphy_conv/hyphy_conv/2.5.31+galaxy1                                                                  , 2021-05 ,       1280078308639.75000000000000,hyphy_conv,2.5.31+galaxy1                                                                  
747, toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1                                                       , 2021-05 ,       1259608880032.59574468085106,flanking_features_1,4.0.1                                                       
748, toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2                                                                         , 2021-05 ,       1248994639784.50961538461538,Kraken2Tax,1.2                                                                         
749, toolshed.g2.bx.psu.edu/repos/iuc/iwtomics_testandplot/iwtomics_testandplot/1.0.0.0                                                     , 2021-05 ,       1230475866840.00000000000000,iwtomics_testandplot,1.0.0.0                                                     
750, toolshed.g2.bx.psu.edu/repos/iuc/graphembed/graphembed/2.4.0                                                                           , 2021-05 ,       1193483117021.00000000000000,graphembed,2.4.0                                                                           
751, toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/5.0.2+galaxy0                                                                             , 2021-05 ,       1192705371514.11111111111111,quast,5.0.2+galaxy0                                                                             
752, toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.8+galaxy0                                                                           , 2021-05 ,       1165548520939.50000000000000,multiqc,1.8+galaxy0                                                                           
753, toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.3.2.0.0                                 , 2021-05 ,       1157277987254.79456193353474,deeptools_plot_correlation,3.3.2.0.0                                 
754, toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.0.1                                                               , 2021-05 ,       1156742446347.26666666666667,fastq_combiner,1.0.1                                                               
755, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_convert_to_vcf/bcftools_convert_to_vcf/1.10                                                  , 2021-05 ,       1134506529188.23076923076923,bcftools_convert_to_vcf,1.10                                                  
756, toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.2.0                                                                  , 2021-05 ,       1099865967717.67272727272727,Add_a_column1,1.2.0                                                                  
757, toolshed.g2.bx.psu.edu/repos/iuc/mothur_metastats/mothur_metastats/1.39.5.0                                                            , 2021-05 ,       1099066465466.00000000000000,mothur_metastats,1.39.5.0                                                            
758, toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus/1.10+galaxy1                                                    , 2021-05 ,       1084622049841.90153846153846,bcftools_consensus,1.10+galaxy1                                                    
759, toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1                                                             , 2021-05 ,       1071377809537.94736842105263,htseq_count,0.6.1galaxy1                                                             
760, toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy2                                                               , 2021-05 ,       1070090166464.75317092812563,samtools_view,1.9+galaxy2                                                               
761, toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.3.1                                                           , 2021-05 ,       1053153846848.00000000000000,kraken-translate,1.3.1                                                           
762, toolshed.g2.bx.psu.edu/repos/iuc/heinz/heinz/1.0                                                                                       , 2021-05 ,       1046128704236.00000000000000,heinz,1.0                                                                                       
763, toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.39.5.0                                                        , 2021-05 ,       1027840043314.67153284671533,mothur_remove_seqs,1.39.5.0                                                        
764, toolshed.g2.bx.psu.edu/repos/iuc/pygenometracks/pygenomeTracks/3.5                                                                     , 2021-05 ,       1026243451232.20000000000000,pygenomeTracks,3.5                                                                     
765, toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.3.1                                                                 , 2021-05 ,       1014609850053.20000000000000,kraken-filter,1.3.1                                                                 
766, toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage/1.39.5.0                                                  , 2021-05 ,        997942086702.70718232044199,mothur_remove_lineage,1.39.5.0                                                  
767, toolshed.g2.bx.psu.edu/repos/iuc/maf_stats/maf_stats1/1.0.1+galaxy0                                                                    , 2021-05 ,        993018556448.50000000000000,maf_stats1,1.0.1+galaxy0                                                                    
768, toolshed.g2.bx.psu.edu/repos/iuc/iwtomics_loadandplot/iwtomics_loadandplot/1.0.0.0                                                     , 2021-05 ,        987723247934.50000000000000,iwtomics_loadandplot,1.0.0.0                                                     
769, toolshed.g2.bx.psu.edu/repos/wolma/mimodd_main/mimodd_reheader/0.1.9                                                                   , 2021-05 ,        967855798095.50000000000000,mimodd_reheader,0.1.9                                                                   
770, toolshed.g2.bx.psu.edu/repos/iuc/presto_assemblepairs/presto_assemblepairs/0.5.4                                                       , 2021-05 ,        965759415800.00000000000000,presto_assemblepairs,0.5.4                                                       
771, bed2gff1                                                                                                                               , 2021-05 ,        962547614719.34615384615385, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
772, toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.3                                                                                 , 2021-05 ,        961476456677.87500000000000,deseq2,2.1.8.3                                                                                 
773, toolshed.g2.bx.psu.edu/repos/devteam/microsats_alignment_level/microsats_align1/1.0.0                                                  , 2021-05 ,        950632991876.00000000000000,microsats_align1,1.0.0                                                  
774, toolshed.g2.bx.psu.edu/repos/iuc/anndata_manipulate/anndata_manipulate/0.7.5+galaxy0                                                   , 2021-05 ,        946929459796.66666666666667,anndata_manipulate,0.7.5+galaxy0                                                   
775, toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.1.1                                                          , 2021-05 ,        946006213539.56250000000000,fastq_to_fasta_python,1.1.1                                                          
776, CONVERTER_interval_to_bigwig_0                                                                                                         , 2021-05 ,        943832562598.62962962962963, CONVERTER_interval_to_bigwig_0                                                                                                         , CONVERTER_interval_to_bigwig_0                                                                                                         
777, toolshed.g2.bx.psu.edu/repos/iuc/heinz/heinz_visualization/0.1.1                                                                       , 2021-05 ,        933048655399.10000000000000,heinz_visualization,0.1.1                                                                       
778, toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_geneBody_coverage/2.6.4.2                                                              , 2021-05 ,        931772103317.33333333333333,rseqc_geneBody_coverage,2.6.4.2                                                              
779, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0.1                                                                , 2021-05 ,        923326568284.50000000000000,EMBOSS: polydot77,5.0.0.1                                                                
780, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzznuc37/5.0.2                                                                  , 2021-05 ,        906495125989.80701754385965,EMBOSS: fuzznuc37,5.0.2                                                                  
781, toolshed.g2.bx.psu.edu/repos/iuc/gprofiler_orth/gprofiler_orth/0.1.7+galaxy11                                                          , 2021-05 ,        901959675295.00000000000000,gprofiler_orth,0.1.7+galaxy11                                                          
782, toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.3.2.0.0                                         , 2021-05 ,        886418771493.42733333333333,deeptools_plot_profile,3.3.2.0.0                                         
783, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.29.2                                                                     , 2021-05 ,        867566254100.00000000000000,bedtools_bedtobam,2.29.2                                                                     
784, toolshed.g2.bx.psu.edu/repos/greg/plant_tribes_kaks_analysis/plant_tribes_kaks_analysis/1.0.3.0                                        , 2021-05 ,        859062260447.75000000000000,plant_tribes_kaks_analysis,1.0.3.0                                        
785, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/2.18.2.1                                                                  , 2021-05 ,        844670369640.00000000000000,picard_RevertSam,2.18.2.1                                                                  
786, toolshed.g2.bx.psu.edu/repos/iuc/fgsea/fgsea/1.8.0+galaxy1                                                                             , 2021-05 ,        840770079082.81250000000000,fgsea,1.8.0+galaxy1                                                                             
787, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.18.2.1                                                                       , 2021-05 ,        836888709409.14285714285714,picard_CASM,2.18.2.1                                                                       
788, toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy2                                                                        , 2021-05 ,        835105982532.04000000000000,minimap2,2.17+galaxy2                                                                        
789, toolshed.g2.bx.psu.edu/repos/iuc/cat_summarise/cat_summarise/5.0.3.0                                                                   , 2021-05 ,        831082437611.00000000000000,cat_summarise,5.0.3.0                                                                   
790, toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1                                                                , 2021-05 ,        827244316792.17142857142857,subtract_query1,0.1                                                                
791, toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter/4.3+t.galaxy1                                                                  , 2021-05 ,        816570656494.65281425891182,snpSift_filter,4.3+t.galaxy1                                                                  
792, toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth/1.2.10.2                                                                           , 2021-05 ,        812041115808.26683937823834,velveth,1.2.10.2                                                                           
793, toolshed.g2.bx.psu.edu/repos/iuc/snpsift_dbnsfp/snpSift_dbnsfp/4.3.0                                                                   , 2021-05 ,        811876725102.66666666666667,snpSift_dbnsfp,4.3.0                                                                   
794, toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.71                                                                                , 2021-05 ,        811712988691.50000000000000,fastqc,0.71                                                                                
795, toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.2.7                                                           , 2021-05 ,        786893808468.41807909604520,seq_filter_by_id,0.2.7                                                           
796, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0.1                                                                , 2021-05 ,        784044762932.06250000000000,EMBOSS: etandem33,5.0.0.1                                                                
797, toolshed.g2.bx.psu.edu/repos/iuc/kobas/kobas_annotate/2.1.1                                                                            , 2021-05 ,        776091805624.25000000000000,kobas_annotate,2.1.1                                                                            
798, toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.7.1+galaxy0                                                                 , 2021-05 ,        765219613372.66808510638298,scanpy_plot,1.7.1+galaxy0                                                                 
799, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.29.2                                                            , 2021-05 ,        745477314278.00395203052603,bedtools_genomecoveragebed,2.29.2                                                            
800, toolshed.g2.bx.psu.edu/repos/iuc/trinity_contig_exn50_statistic/trinity_contig_exn50_statistic/2.9.1                                   , 2021-05 ,        742051176995.60000000000000,trinity_contig_exn50_statistic,2.9.1                                   
801, toolshed.g2.bx.psu.edu/repos/iuc/plasflow/PlasFlow/1.0                                                                                 , 2021-05 ,        741920758792.38235294117647,PlasFlow,1.0                                                                                 
802, toolshed.g2.bx.psu.edu/repos/iuc/scanpy_normalize/scanpy_normalize/1.7.1+galaxy0                                                       , 2021-05 ,        738956850322.39285714285714,scanpy_normalize,1.7.1+galaxy0                                                       
803, toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.9+galaxy1                                                                           , 2021-05 ,        733878050520.27119968737788,multiqc,1.9+galaxy1                                                                           
804, toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0                                                                  , 2021-05 ,        730617822703.41714285714286,fasta2tab,1.1.0                                                                  
805, toolshed.g2.bx.psu.edu/repos/iuc/gtftobed12/gtftobed12/357                                                                             , 2021-05 ,        724507203584.14970059880240,gtftobed12,357                                                                             
806, toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.36.1.0                                                        , 2021-05 ,        707596015369.00000000000000,mothur_merge_files,1.36.1.0                                                        
807, toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1                                                                         , 2021-05 ,        703689385252.00000000000000,sam_to_bam,2.1                                                                         
808, toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc3+galaxy0                                                 , 2021-05 ,        701143612238.17857142857143,vcfbedintersect,1.0.0_rc3+galaxy0                                                 
809, toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.7                                                                                   , 2021-05 ,        696728170694.36363636363636,multiqc,1.7                                                                                   
810, toolshed.g2.bx.psu.edu/repos/galaxyp/gffcompare_to_bed/gffcompare_to_bed/0.2.1                                                         , 2021-05 ,        692606215185.40000000000000,gffcompare_to_bed,0.2.1                                                         
811, toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids/3.7.0                                                                     , 2021-05 ,        680951363190.00000000000000,annotatemyids,3.7.0                                                                     
812, toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergepe/1.3.1                                                                             , 2021-05 ,        652128520666.00000000000000,seqtk_mergepe,1.3.1                                                                             
813, toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_biom/mothur_make_biom/1.36.1.0                                                            , 2021-05 ,        648954722319.50000000000000,mothur_make_biom,1.36.1.0                                                            
814, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_stacking_ensemble_models/sklearn_stacking_ensemble_models/1.0.8.2                       , 2021-05 ,        647769967502.50000000000000,sklearn_stacking_ensemble_models,1.0.8.2                       
815, toolshed.g2.bx.psu.edu/repos/bgruening/plotly_regression_performance_plots/plotly_regression_performance_plots/0.1                     , 2021-05 ,        636393466183.80000000000000,plotly_regression_performance_plots,0.1                     
816, toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3                                                                                     , 2021-05 ,        632538733031.44444444444444,quast,4.6.3                                                                                     
817, toolshed.g2.bx.psu.edu/repos/iuc/trinity_abundance_estimates_to_matrix/trinity_abundance_estimates_to_matrix/2.9.1                     , 2021-05 ,        627922866107.04651162790698,trinity_abundance_estimates_to_matrix,2.9.1                     
818, toolshed.g2.bx.psu.edu/repos/iuc/fastqe/fastqe/0.2.6+galaxy0                                                                           , 2021-05 ,        627042806525.00000000000000,fastqe,0.2.6+galaxy0                                                                           
819, toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant/medaka_variant/1.0.3+galaxy3                                                           , 2021-05 ,        625542668914.08695652173913,medaka_variant,1.0.3+galaxy3                                                           
820, toolshed.g2.bx.psu.edu/repos/iuc/mothur_bin_seqs/mothur_bin_seqs/1.39.5.0                                                              , 2021-05 ,        616603322036.00000000000000,mothur_bin_seqs,1.39.5.0                                                              
821, tabular_to_csv                                                                                                                         , 2021-05 ,        604606245676.77041942604857, tabular_to_csv                                                                                                                         , tabular_to_csv                                                                                                                         
822, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_eval/sklearn_train_test_eval/1.0.8.2                                         , 2021-05 ,        602775570827.66666666666667,sklearn_train_test_eval,1.0.8.2                                         
823, toolshed.g2.bx.psu.edu/repos/iuc/maker_map_ids/maker_map_ids/2.31.11                                                                   , 2021-05 ,        598113206506.62500000000000,maker_map_ids,2.31.11                                                                   
824, toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.0                                                         , 2021-05 ,        593731259381.00000000000000,samtools_flagstat,1.0.0                                                         
825, toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.3                                                           , 2021-05 ,        584381824063.64406779661017,samtools_mpileup,2.1.3                                                           
826, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/2.7.1.0                                                      , 2021-05 ,        574025397601.00000000000000,picard_AddOrReplaceReadGroups,2.7.1.0                                                      
827, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_split/sklearn_train_test_split/1.0.8.2                                       , 2021-05 ,        571076527718.42857142857143,sklearn_train_test_split,1.0.8.2                                       
828, toolshed.g2.bx.psu.edu/repos/iuc/iwtomics_plotwithscale/iwtomics_plotwithscale/1.0.0.0                                                 , 2021-05 ,        567925539225.00000000000000,iwtomics_plotwithscale,1.0.0.0                                                 
829, toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_search/2.8.3.1                                                                        , 2021-05 ,        561459017601.87500000000000,vsearch_search,2.8.3.1                                                                        
830, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordcount109/5.0.0.1                                                             , 2021-05 ,        560215912719.72549019607843,EMBOSS: wordcount109,5.0.0.1                                                             
831, toolshed.g2.bx.psu.edu/repos/iuc/biom_convert/biom_convert/2.1.5.3                                                                     , 2021-05 ,        555357123548.31111111111111,biom_convert,2.1.5.3                                                                     
832, toolshed.g2.bx.psu.edu/repos/devteam/count_gff_features/count_gff_features/0.2                                                         , 2021-05 ,        553427789021.82352941176471,count_gff_features,0.2                                                         
833, toolshed.g2.bx.psu.edu/repos/bgruening/model_prediction/model_prediction/1.0.8.2                                                       , 2021-05 ,        549775899270.00000000000000,model_prediction,1.0.8.2                                                       
834, toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_info/0.8.1+galaxy1                                                                    , 2021-05 ,        546282008092.88461538461538,bandage_info,0.8.1+galaxy1                                                                    
835, toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.3.2                                                                  , 2021-05 ,        545055740878.49677419354839,allele_counts_1,1.3.2                                                                  
836, toolshed.g2.bx.psu.edu/repos/iuc/circos/circos_interval_to_text/0.69.8+galaxy7                                                         , 2021-05 ,        543432527826.80000000000000,circos_interval_to_text,0.69.8+galaxy7                                                         
837, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_svm_classifier/sklearn_svm_classifier/1.0.8.2                                           , 2021-05 ,        539284347697.09090909090909,sklearn_svm_classifier,1.0.8.2                                           
838, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0.1                                                             , 2021-05 ,        532521821556.45454545454545,EMBOSS: wordmatch110,5.0.0.1                                                             
839, toolshed.g2.bx.psu.edu/repos/bgruening/plotly_parallel_coordinates_plot/plotly_parallel_coordinates_plot/0.2                           , 2021-05 ,        522126276292.50000000000000,plotly_parallel_coordinates_plot,0.2                           
840, toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_builder/keras_model_builder/0.5.0                                                   , 2021-05 ,        521972731800.50000000000000,keras_model_builder,0.5.0                                                   
841, toolshed.g2.bx.psu.edu/repos/iuc/column_order_header_sort/column_order_header_sort/0.0.1                                               , 2021-05 ,        518165322797.67796610169492,column_order_header_sort,0.0.1                                               
842, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_sample_generator/sklearn_sample_generator/1.0.8.2                                       , 2021-05 ,        511432973388.00000000000000,sklearn_sample_generator,1.0.8.2                                       
843, toolshed.g2.bx.psu.edu/repos/iuc/gff_to_prot/gff_to_prot/3.0.2+galaxy0                                                                 , 2021-05 ,        507889476954.00000000000000,gff_to_prot,3.0.2+galaxy0                                                                 
844, toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu/1.39.5.0                                                      , 2021-05 ,        499565827739.45098039215686,mothur_classify_otu,1.39.5.0                                                      
845, toolshed.g2.bx.psu.edu/repos/iuc/qualimap_counts/qualimap_counts/2.2.2d                                                                , 2021-05 ,        494429916689.00000000000000,qualimap_counts,2.2.2d                                                                
846, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_data_preprocess/sklearn_data_preprocess/1.0.8.2                                         , 2021-05 ,        480667464411.33333333333333,sklearn_data_preprocess,1.0.8.2                                         
847, flymine                                                                                                                                , 2021-05 ,        475412978835.00000000000000, flymine                                                                                                                                , flymine                                                                                                                                
848, toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.0                                                            , 2021-05 ,        472045230002.16374269005848,cshl_fastx_trimmer,1.0.0                                                            
849, toolshed.g2.bx.psu.edu/repos/mvdbeek/concatenate_multiple_datasets/cat_multiple/0.2                                                    , 2021-05 ,        467275074950.80811808118081,cat_multiple,0.2                                                    
850, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0.1                                                              , 2021-05 ,        466798226740.00000000000000,EMBOSS: epestfind29,5.0.0.1                                                              
851, toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.18.2.1                                                            , 2021-05 ,        465077861836.20224719101124,picard_ValidateSamFile,2.18.2.1                                                            
852, toolshed.g2.bx.psu.edu/repos/iuc/interval2maf/Interval2Maf1/1.0.1+galaxy0                                                              , 2021-05 ,        464647036127.66666666666667,Interval2Maf1,1.0.1+galaxy0                                                              
853, toolshed.g2.bx.psu.edu/repos/wolma/mimodd_main/mimodd_map/0.1.9                                                                        , 2021-05 ,        461996360715.38461538461538,mimodd_map,0.1.9                                                                        
854, toolshed.g2.bx.psu.edu/repos/wolma/mimodd_main/mimodd_vcf_filter/0.1.9                                                                 , 2021-05 ,        459587915164.75000000000000,mimodd_vcf_filter,0.1.9                                                                 
855, toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.9                                                                                   , 2021-05 ,        459539580571.10000000000000,multiqc,1.9                                                                                   
856, toolshed.g2.bx.psu.edu/repos/iuc/edger/edger/3.24.1                                                                                    , 2021-05 ,        456689159808.33333333333333,edger,3.24.1                                                                                    
857, toolshed.g2.bx.psu.edu/repos/iuc/poretools_hist/poretools_hist/0.6.1a1.1                                                               , 2021-05 ,        449366472954.83333333333333,poretools_hist,0.6.1a1.1                                                               
858, toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/3.5.0                                                                         , 2021-05 ,        447063105104.69523809523810,rgweblogo3,3.5.0                                                                         
859, toolshed.g2.bx.psu.edu/repos/iuc/gprofiler_gost/gprofiler_gost/0.1.7+galaxy11                                                          , 2021-05 ,        442149739758.96341463414634,gprofiler_gost,0.1.7+galaxy11                                                          
860, toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids/2.3                                                       , 2021-05 ,        440037679843.59036144578313,filter_by_fasta_ids,2.3                                                       
861, toolshed.g2.bx.psu.edu/repos/iuc/scikit_bio_diversity_beta_diversity/scikit_bio_diversity_beta_diversity/0.4.2.0                       , 2021-05 ,        436306086667.05000000000000,scikit_bio_diversity_beta_diversity,0.4.2.0                       
862, toolshed.g2.bx.psu.edu/repos/iuc/sarscov2formatter/sarscov2formatter/0.5.3+galaxy1                                                     , 2021-05 ,        434367228135.00000000000000,sarscov2formatter,0.5.3+galaxy1                                                     
863, toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0.1                                                               , 2021-05 ,        427267264472.00000000000000,EMBOSS: trimest102,5.0.0.1                                                               
864, mergeCols1                                                                                                                             , 2021-05 ,        417823927512.50574712643678, mergeCols1                                                                                                                             , mergeCols1                                                                                                                             
865, toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regexColumn1/1.0.1                                                             , 2021-05 ,        417703108269.64864864864865,regexColumn1,1.0.1                                                             
866, toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.29.0                                                                  , 2021-05 ,        416062859932.62222222222222,bedtools_getfastabed,2.29.0                                                                  
867, toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_weighted/mothur_unifrac_weighted/1.39.5.0                                              , 2021-05 ,        412613756822.37037037037037,mothur_unifrac_weighted,1.39.5.0                                              
868, toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_nn_classifier/sklearn_nn_classifier/1.0.8.2                                             , 2021-05 ,        412565477538.00000000000000,sklearn_nn_classifier,1.0.8.2                                             
