month_year,tool_id,numjobs,tool_name,tool_version
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/dada2_assigntaxonomyaddspecies/dada2_assignTaxonomyAddspecies/1.18+galaxy0                            ,30,dada2_assignTaxonomyAddspecies,1.18+galaxy0                            
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy1                                                               ,30,samtools_view,1.9+galaxy1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.1.0.46-0                                                                    ,30,freebayes,1.1.0.46-0                                                                    
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/trinotate/trinotate/3.2.1                                                                             ,30,trinotate,3.2.1                                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_core/4.5.0                                                                              ,29,snippy_core,4.5.0                                                                              
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcr_seqs/mothur_pcr_seqs/1.39.5.0                                                              ,29,mothur_pcr_seqs,1.39.5.0                                                              
 2021-05 , CONVERTER_interval_to_bigwig_0                                                                                                         ,29, CONVERTER_interval_to_bigwig_0                                                                                                         , CONVERTER_interval_to_bigwig_0                                                                                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/pipelign/pipelign/0.2+galaxy0                                                                         ,29,pipelign,0.2+galaxy0                                                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc3+galaxy0                                                 ,29,vcfbedintersect,1.0.0_rc3+galaxy0                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotcomplexity/dada2_plotComplexity/1.18+galaxy0                                                ,29,dada2_plotComplexity,1.18+galaxy0                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_overlapbed/2.30.0                                                                   ,29,bedtools_overlapbed,2.30.0                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/scanpy_normalize/scanpy_normalize/1.7.1+galaxy0                                                       ,28,scanpy_normalize,1.7.1+galaxy0                                                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_weighted/mothur_unifrac_weighted/1.39.5.0                                              ,27,mothur_unifrac_weighted,1.39.5.0                                              
 2021-05 , toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0                                                                  ,27,gd_pca,1.0.0                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.30.0                                                                   ,27,bedtools_clusterbed,2.30.0                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: primersearch81/5.0.0.1                                                           ,27,EMBOSS: primersearch81,5.0.0.1                                                           
 2021-05 , __IMPORT_HISTORY__                                                                                                                     ,27, __IMPORT_HISTORY__                                                                                                                     , __IMPORT_HISTORY__                                                                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/ebi_search_rest_results/ebi_search_rest_results/0.1.1                                                 ,27,ebi_search_rest_results,0.1.1                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.39.5.0                                                  ,27,mothur_summary_single,1.39.5.0                                                  
 2021-05 , Summary_Statistics1                                                                                                                    ,27, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/snap_training/snap_training/2013_11_29+galaxy1                                                        ,27,snap_training,2013_11_29+galaxy1                                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/lofreq_alnqual/lofreq_alnqual/2.1.5+galaxy0                                                           ,26,lofreq_alnqual,2.1.5+galaxy0                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mummer_show_coords/mummer_show_coords/4.0.0beta2+galaxy1                                              ,26,mummer_show_coords,4.0.0beta2+galaxy1                                              
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.18.2.1                                                          ,26,picard_CollectWgsMetrics,2.18.2.1                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.1                                                                       ,26,cuffquant,2.2.1.1                                                                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/shovill/shovill/1.0.4+galaxy1                                                                         ,26,shovill,1.0.4+galaxy1                                                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse/1.16.8+galaxy0                                                                        ,26,jbrowse,1.16.8+galaxy0                                                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bcftools_stats/bcftools_stats/1.10                                                                    ,25,bcftools_stats,1.1
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/crossmap_bed/crossmap_bed/0.3.7+galaxy1                                                               ,25,crossmap_bed,0.3.7+galaxy1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/export2graphlan/export2graphlan/0.20+galaxy0                                                          ,25,export2graphlan,0.20+galaxy0                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/sina/sina/1.7.2+galaxy0                                                                               ,25,sina,1.7.2+galaxy0                                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/2.18.2.1                                                                 ,25,picard_ReorderSam,2.18.2.1                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc3+galaxy0                                                                 ,25,vcfsort,1.0.0_rc3+galaxy0                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_junction_saturation/2.6.4.1                                                            ,25,rseqc_junction_saturation,2.6.4.1                                                            
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.1.20160309.1                                                               ,25,macs2_randsample,2.1.1.20160309.1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_unweighted/mothur_unifrac_unweighted/1.39.5.0                                          ,24,mothur_unifrac_unweighted,1.39.5.0                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/pizzly/pizzly/0.37.3.1                                                                                ,24,pizzly,0.37.3.1                                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc3+galaxy0                                                       ,24,vcfgenotypes,1.0.0_rc3+galaxy0                                                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/goslimmer/goslimmer/1.0.1                                                                             ,24,goslimmer,1.0.1                                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/wolma/mimodd_main/mimodd_varextract/0.1.9                                                                 ,24,mimodd_varextract,0.1.9                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0                                              ,24,gd_multiple_to_gd_genotype,1.0.0                                              
 2021-05 , __FILTER_FROM_FILE__                                                                                                                   ,24, __FILTER_FROM_FILE__                                                                                                                   , __FILTER_FROM_FILE__                                                                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_read_quality/2.6.4                                                                     ,23,rseqc_read_quality,2.6.4                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0                                                                             ,23,tophat2,2.1.0                                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/chemteam/gmx_setup/gmx_setup/2020.2+galaxy0                                                               ,23,gmx_setup,2020.2+galaxy0                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.30.0                                                                      ,23,bedtools_slopbed,2.30.0                                                                      
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.2                                                                   ,23,cuffcompare,2.2.1.2                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.7                                                                                   ,23,multiqc,1.7
 2021-05 , toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.12.0                                                                                 ,23,prokka,1.12.0                                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bcftools_isec/bcftools_isec/1.10                                                                      ,22,bcftools_isec,1.1
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/1.0.0_rc1+galaxy1                                                            ,22,vcffilter2,1.0.0_rc1+galaxy1                                                            
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/2.18.2.1                                                              ,22,picard_DownsampleSam,2.18.2.1                                                              
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/ococo/ococo/0.1.2.6                                                                                   ,22,ococo,0.1.2.6                                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_groups/mothur_merge_groups/1.39.5.0                                                      ,22,mothur_merge_groups,1.39.5.0                                                      
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report/1.2.4                                                             ,22,kraken-mpa-report,1.2.4                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/greg/plant_tribes_kaks_analysis/plant_tribes_kaks_analysis/1.0.3.0                                        ,21,plant_tribes_kaks_analysis,1.0.3.0                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_filterdup/2.1.1.20160309.1                                                                ,21,macs2_filterdup,2.1.1.20160309.1                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam2wig/2.6.4                                                                          ,21,rseqc_bam2wig,2.6.4                                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/vegan_rarefaction/vegan_rarefaction/2.4-3                                                             ,21,vegan_rarefaction,2.4-3                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_lefse/mothur_make_lefse/1.39.5.0                                                          ,21,mothur_make_lefse,1.39.5.0                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2                                               ,21,naive_variant_caller,0.0.2                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamtools_split/2.4.0                                                               ,21,bamtools_split,2.4.0                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.0.1                                                               ,21,fastq_combiner,1.0.1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/cd_hit_dup/cd_hit_dup/0.0.1                                                                       ,21,cd_hit_dup,0.0.1                                                                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.30.0                                                               ,21,bedtools_makewindowsbed,2.30.0                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.29.2                                                                  ,21,bedtools_subtractbed,2.29.2                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/circos/circos_wiggle_to_stacked/0.69.8+galaxy7                                                        ,21,circos_wiggle_to_stacked,0.69.8+galaxy7                                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0.1                                                                ,20,EMBOSS: compseq14,5.0.0.1                                                                
 2021-05 , random_lines1                                                                                                                          ,20, random_lines1                                                                                                                          , random_lines1                                                                                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.3                                                             ,20,pileup_interval,1.0.3                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/filtlong/filtlong/0.2.0                                                                               ,20,filtlong,0.2.0                                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.31+galaxy2                                                                  ,20,hyphy_meme,2.5.31+galaxy2                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/idr/idr/2.0.3                                                                                         ,20,idr,2.0.3                                                                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/1.0.2                                                                               ,20,kc-align,1.0.2                                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.2.1+2                                                                     ,20,dropletutils,1.2.1+2                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_chimera_detection/2.8.3.0                                                             ,20,vsearch_chimera_detection,2.8.3.0                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_clearcut/mothur_clearcut/1.39.5.0                                                              ,20,mothur_clearcut,1.39.5.0                                                              
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/scikit_bio_diversity_beta_diversity/scikit_bio_diversity_beta_diversity/0.4.2.0                       ,20,scikit_bio_diversity_beta_diversity,0.4.2.0                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.30.0                                                                     ,20,bedtools_flankbed,2.30.0                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/chemteam/gmx_solvate/gmx_solvate/2020.2+galaxy0                                                           ,20,gmx_solvate,2020.2+galaxy0                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2                                                                    ,20,allele_counts_1,1.2
 2021-05 , __EXPORT_HISTORY_TO_URI__                                                                                                              ,20, __EXPORT_HISTORY_TO_URI__                                                                                                              , __EXPORT_HISTORY_TO_URI__                                                                                                              
 2021-05 , CONVERTER_wig_to_bigwig                                                                                                                ,20, CONVERTER_wig_to_bigwig                                                                                                                , CONVERTER_wig_to_bigwig                                                                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1                                                             ,19,htseq_count,0.6.1galaxy1                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/trinity_filter_low_expr_transcripts/trinity_filter_low_expr_transcripts/2.9.1                         ,19,trinity_filter_low_expr_transcripts,2.9.1                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch/1.39.5.1                                                ,19,mothur_chimera_vsearch,1.39.5.1                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/samtools_fixmate/samtools_fixmate/1.9                                                                 ,19,samtools_fixmate,1.9
 2021-05 , Interval2Maf1                                                                                                                          ,19, Interval2Maf1                                                                                                                          , Interval2Maf1                                                                                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/greg/plant_tribes_gene_family_classifier/plant_tribes_gene_family_classifier/1.0.3.0                      ,19,plant_tribes_gene_family_classifier,1.0.3.0                      
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/crossmap_gff/crossmap_gff/0.3.7+galaxy1                                                               ,19,crossmap_gff,0.3.7+galaxy1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.30.0                                                                   ,18,bedtools_groupbybed,2.30.0                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/dada2_removebimeradenovo/dada2_removeBimeraDenovo/1.18+galaxy0                                        ,18,dada2_removeBimeraDenovo,1.18+galaxy0                                        
 2021-05 , hgv_linkToGProfile                                                                                                                     ,18, hgv_linkToGProfile                                                                                                                     , hgv_linkToGProfile                                                                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/collection_element_identifiers/collection_element_identifiers/0.0.2                                   ,18,collection_element_identifiers,0.0.2                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/masigpro/masigpro/1.49.3.1+galaxy1                                                                    ,18,masigpro,1.49.3.1+galaxy1                                                                    
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/ebi_metagenomics_run_downloader/ebi_metagenomics_run_downloader/0.1.0                                 ,18,ebi_metagenomics_run_downloader,0.1.0                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_phylotype/mothur_phylotype/1.39.5.0                                                            ,18,mothur_phylotype,1.39.5.0                                                            
 2021-05 , toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0                                                       ,18,microsatellite,1.0.0                                                       
 2021-05 , gene2exon1                                                                                                                             ,18, gene2exon1                                                                                                                             , gene2exon1                                                                                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.30.0                                                                   ,18,bedtools_reldistbed,2.30.0                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.5                                                           ,18,tabular_to_fastq,1.1.5                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/crossmap_wig/crossmap_wig/0.3.7+galaxy1                                                               ,18,crossmap_wig,0.3.7+galaxy1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.1.20160309.1                                                                  ,18,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0                                                        ,17,mothur_remove_seqs,1.36.1.0                                                        
 2021-05 , CONVERTER_Bam_Bai_0                                                                                                                    ,17, CONVERTER_Bam_Bai_0                                                                                                                    , CONVERTER_Bam_Bai_0                                                                                                                    
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/count_gff_features/count_gff_features/0.2                                                         ,17,count_gff_features,0.2
 2021-05 , toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_numeric_clustering/sklearn_numeric_clustering/1.0.8.2                                   ,17,sklearn_numeric_clustering,1.0.8.2                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dottup26/5.0.0.1                                                                 ,17,EMBOSS: dottup26,5.0.0.1                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2                                                                           ,17,bowtie2,2.2.6.2                                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/galaxyp/gffcompare_to_bed/gffcompare_to_bed/0.2.1                                                         ,17,gffcompare_to_bed,0.2.1                                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/5.0.5.0                                                                           ,17,meme_fimo,5.0.5.0                                                                           
 2021-05 , __UNZIP_COLLECTION__                                                                                                                   ,17, __UNZIP_COLLECTION__                                                                                                                   , __UNZIP_COLLECTION__                                                                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.10.4+galaxy1                                                                   ,17,fastq_dump,2.10.4+galaxy1                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.39                                                                                 ,17,deseq2,2.11.39                                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.0                                                                   ,17,cuffcompare,2.2.1.0                                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamSplit/2.4.0                                                                     ,16,bamSplit,2.4.0                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/basil/basil/1.2.0                                                                                     ,16,basil,1.2.0                                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/gprofiler_snpense/gprofiler_snpense/0.1.7+galaxy11                                                    ,16,gprofiler_snpense,0.1.7+galaxy11                                                    
 2021-05 , CONVERTER_interval_to_bgzip_0                                                                                                          ,16, CONVERTER_interval_to_bgzip_0                                                                                                          , CONVERTER_interval_to_bgzip_0                                                                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/disco/disco/1.2.0                                                                                     ,16,disco,1.2.0                                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/galaxyp/msstats/msstats/3.22.0.0                                                                          ,16,msstats,3.22.0.0                                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.30.0                                                                  ,16,bedtools_coveragebed,2.30.0                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.0.0.1                                         ,16,deeptools_plot_heatmap,3.3.0.0.1                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0.1                                                                ,16,EMBOSS: etandem33,5.0.0.1                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.29.0                                                                      ,16,bedtools_slopbed,2.29.0                                                                      
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_count/umi_tools_count/0.5.5.1                                                               ,15,umi_tools_count,0.5.5.1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/rnaspades/rnaspades/3.9.0.1                                                                           ,15,rnaspades,3.9.0.1                                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc3+galaxy0                                                               ,15,vcffixup,1.0.0_rc3+galaxy0                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc3+galaxy0                                                     ,15,vcfgeno2haplo,1.0.0_rc3+galaxy0                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.4.2                                                                                     ,15,bwa,0.4.2                                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: plotcon75/5.0.0.1                                                                ,15,EMBOSS: plotcon75,5.0.0.1                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/crossmap_bam/crossmap_bam/0.3.7+galaxy1                                                               ,15,crossmap_bam,0.3.7+galaxy1                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0                                                          ,15,tp_easyjoin_tool,1.0.0                                                          
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/cuffnorm/cuffnorm/2.2.1.3                                                                         ,15,cuffnorm,2.2.1.3                                                                         
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.30.0                                                                ,15,bedtools_unionbedgraph,2.30.0                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/generate_pc_lda_matrix/generate_matrix_for_pca_and_lda1/1.0.0                                     ,15,generate_matrix_for_pca_and_lda1,1.0.0                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_tax/mothur_summary_tax/1.39.5.0                                                        ,15,mothur_summary_tax,1.39.5.0                                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.1                                                 ,15,fasta_filter_by_length,1.1
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/biotradis/bacteria_tradis/1.4.5+galaxy2                                                               ,15,bacteria_tradis,1.4.5+galaxy2                                                               
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_vcfCheck/4.3+t.galaxy0                                                                ,15,snpSift_vcfCheck,4.3+t.galaxy0                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0                                                            ,15,gops_basecoverage_1,1.0.0                                                            
 2021-05 , toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0                                                                   ,15,predict_pipeline,1
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: equicktandem31/5.0.0.1                                                           ,15,EMBOSS: equicktandem31,5.0.0.1                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.18.2.1                                                             ,15,picard_MarkDuplicates,2.18.2.1                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/rapidnj/rapidnj/2.3.2                                                                                 ,15,rapidnj,2.3.2                                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/trinity_super_transcripts/trinity_super_transcripts/2.9.1                                             ,15,trinity_super_transcripts,2.9.1                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/5.0.2+galaxy0                                                                             ,15,quast,5.0.2+galaxy0                                                                             
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.39.5.0                                                        ,14,mothur_heatmap_bin,1.39.5.0                                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter/4.3+t.galaxy0                                                                  ,14,snpSift_filter,4.3+t.galaxy0                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: degapseq20/5.0.0                                                                 ,14,EMBOSS: degapseq20,5.0.0                                                                 
 2021-05 , gff_filter_by_feature_count                                                                                                            ,14, gff_filter_by_feature_count                                                                                                            , gff_filter_by_feature_count                                                                                                            
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/circos/circos_bundlelinks/0.69.8+galaxy7                                                              ,14,circos_bundlelinks,0.69.8+galaxy7                                                              
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/cat_prepare/cat_prepare/5.0.3.0                                                                       ,14,cat_prepare,5.0.3.0                                                                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/biom_add_metadata/biom_add_metadata/2.1.5.1                                                           ,14,biom_add_metadata,2.1.5.1                                                           
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3                                                                                     ,14,quast,4.6.3                                                                                     
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_comp/1.3.1                                                                                ,14,seqtk_comp,1.3.1                                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2                                                                                 ,14,bwa_mem,0.4.2                                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/fastx_renamer/cshl_fastx_renamer/0.0.14+galaxy1                                                   ,14,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance/2.9.1                       ,14,trinity_align_and_estimate_abundance,2.9.1                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.3.1                                                                 ,14,kraken-filter,1.3.1                                                                 
 2021-05 , toolshed.g2.bx.psu.edu/repos/gregory-minevich/snp_mapping_using_wgs/snp_mapping_using_wgs/1.0.0                                        ,14,snp_mapping_using_wgs,1.0.0                                        
 2021-05 , toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.14.1.2+galaxy1                                                                  ,13,salmon,0.14.1.2+galaxy1                                                                  
 2021-05 , gff_filter_by_attribute                                                                                                                ,13, gff_filter_by_attribute                                                                                                                , gff_filter_by_attribute                                                                                                                
 2021-05 , toolshed.g2.bx.psu.edu/repos/bgruening/chemical_data_sources/ctb_online_data_fetch/0.2                                                 ,13,ctb_online_data_fetch,0.2
 2021-05 , toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1                                                       ,13,samtools_slice_bam,0.0.1                                                       
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.30.0                                                                  ,13,bedtools_annotatebed,2.30.0                                                                  
 2021-05 , toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.29.2                                                                     ,13,bedtools_mergebed,2.29.2                                                                     
