  date   |                                                                tool_id                                                                 | num_jobs | num_users 
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.1                                                            |       86 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.2                                                            |       88 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.2+galaxy0                                                    |      446 |        46
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0                                                             |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1                                                       |       80 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0                                                                 |      561 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.3.1                                                                      |     1216 |        13
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.3                                                                         |        5 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4                                                                           |      105 |        49
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1                                                                         |        8 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3                                                                    |        3 |         0
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.1.0.46-0                                                                    |      120 |        27
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.3.1                                                                         |     2461 |       283
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/freebayes-0.9.14                                                              |        4 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/generate_pc_lda_matrix/generate_matrix_for_pca_and_lda1/1.0.0                                     |       14 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0                                                                      |       51 |        29
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/getindelrates_3way/indelRates_3way/1.0.0                                                          |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/getindels_2way/getIndels_2way/1.0.0                                                               |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.2                                                                           |      147 |        35
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/hgv_fundo/hgv_funDo/1.0.0                                                                         |        5 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/hgv_hilbertvis/hgv_hilbertvis/1.0.0                                                               |        6 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3                                                                     |       58 |        18
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6                                                        |      133 |        27
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3                                                                     |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0                                                                  |      462 |        89
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0                                                                            |     1609 |       379
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kernel_canonical_correlation_analysis/kcca1/1.0.0                                                 |        5 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0                                                   |        4 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.3.1                                                                               |      385 |        32
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2                                                                         |      132 |        13
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.3.1                                                                 |      208 |         9
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report/1.2.4                                                             |       40 |        10
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.3.1                                                                 |      417 |        24
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.3.1                                                           |      113 |        14
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_d_wrapper/1.3.2                                                                       |       12 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3.2                                                                       |      201 |        13
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1                                                                     |        8 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1                                                         |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/logistic_regression_vif/LogisticRegression/1.0.1                                                  |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/megablast_wrapper/megablast_wrapper/1.2.0                                                         |       19 |         9
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0                                                   |        7 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/merge/gops_merge_1/1.0.0                                                                          |       72 |        15
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/microsats_alignment_level/microsats_align1/1.0.0                                                  |        5 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/mine/maximal_information_based_nonparametric_exploration/0.0.1                                    |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/mutate_snp_codon/mutate_snp_codon_1/1.0.0                                                         |        4 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/blastxml_to_tabular/0.3.3                                                         |        5 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastdbcmd_info/0.3.3                                                        |       14 |         7
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastdbcmd_wrapper/0.3.3                                                     |        9 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.3.0                                                         |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.3.3                                                         |      487 |        86
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.3.0                                                         |        3 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.3.3                                                         |      120 |        34
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastx_wrapper/0.3.3                                                         |       86 |        16
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_dustmasker_wrapper/0.3.3                                                     |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.2.01                                                           |        2 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.3.0                                                            |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.3.3                                                            |      202 |        65
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeprofiledb/0.3.3                                                          |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.3.0                                                        |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.3.3                                                        |       51 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastx_wrapper/0.3.3                                                        |       49 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/partialr_square/partialRsq/1.0.0                                                                  |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0                                                                         |       83 |        17
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddCommentsToBam/2.18.2.1                                                           |        3 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/1.126.0                                                      |      243 |        45
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/2.18.2.1                                                     |     1085 |       166
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/2.7.1.0                                                      |       15 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.18.2.1                                                          |        8 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.18.2.1                                                                       |      121 |        14
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0                                                                    |       92 |        42
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/2.18.2.1                                                                   |      442 |       141
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/2.7.1.0                                                                    |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/2.18.2.1                                             |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/2.18.2.1                                                       |        6 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectHsMetrics/2.18.2                                                             |      105 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.136.0                                                    |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.18.2.1                                                   |      287 |        25
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/2.7.1.0                                                    |      266 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.18.2.1                                                       |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.18.2.2                                                       |      108 |         8
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.18.2.1                                                          |        6 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/2.18.2.1                                                              |       28 |         6
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.18.2.1                                                  |       11 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.18.2.1                                                                 |       27 |        10
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.18.2.1                                                             |       54 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FixMateInformation/2.18.2.1                                                         |       20 |         8
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.126.0                                                              |      100 |        45
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0                                                              |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.18.2.1                                                             |       28 |        14
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.18.2.2                                                             |     7628 |       274
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1                                                              |       35 |        14
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/1.126.0                                                 |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.18.2.1                                                |       47 |        17
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/2.18.2.1                                                         |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/2.18.2.1                                                          |        5 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/1.126.0                                                               |       87 |        46
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.18.2.1                                                              |      460 |       171
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0                                                               |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.18.2.1                                                             |    11723 |        34
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.18.2.1                                                   |       78 |         6
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.56.0                                                                   |        2 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/2.18.2.1                                                                 |        8 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/2.18.2.1                                                           |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.18.2.1                                 |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/2.18.2.1                                                                  |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1                                                                   |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.18.2.1                                                                 |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.18.2.2                                                                 |       54 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0                                                                  |        5 |         0
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0                                                                     |        6 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/2.18.2.1                                                                    |      525 |        75
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/2.7.1.1                                                                     |        6 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.18.2.1                                                            |      103 |         7
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_artifact_metrics/2.18.2.1                                                           |       66 |         6
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicardMarkDups/1.56.0                                                                    |       83 |        17
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2                                                             |       14 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser/1.0.2                                                                 |      257 |        13
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/plot_from_lda/plot_for_lda_output1/1.0.1                                                          |        4 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/principal_component_analysis/pca1/1.0.2                                                           |       57 |        16
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.2                                                                |        4 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0                                                                                  |        3 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/realigner_target_creator/gatk_realigner_target_creator/0.0.4                                      |      132 |        27
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.1                                                                   |        2 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.2                                                                   |      171 |        10
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_bitwise_flag_filter/sam_bw_filter/1.0.0                                                       |       99 |        20
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2                                                                        |        5 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0                                                                        |      470 |       110
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.2                                                                       |       20 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.3                                                                       |       98 |        31
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.2                                                                       |       48 |        12
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.3                                                                       |       12 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.0                                                                         |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1                                                                         |       18 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1.1                                                                       |      158 |        38
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.2                                                             |       75 |        15
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8                                                               |       11 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1                                                       |     8866 |       140
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.1                                                             |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.2                                                             |       67 |        14
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.2                                                               |       61 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.0                                                         |       12 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0                                                           |      304 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.1                                                         |        6 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.3                                                         |      807 |        82
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0                                                           |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.1                                                         |       28 |        12
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.3                                                         |      580 |        93
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/0.0.1                                                           |       15 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.3                                                           |       41 |        13
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.4                                                           |      331 |        88
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_phase/samtools_phase/2.0.1                                                               |       11 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1                                                         |       17 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0                                                                 |       10 |         6
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1                                                               |     1691 |        94
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/0.0.1                                                       |        2 |         0
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0                                                         |       15 |         0
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.1                                                       |      154 |        12
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0                                                                   |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.1                                                                 |       42 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.2                                                                 |       20 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.3                                                                 |     1357 |        85
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1                                                                 |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.9                                                                 |       42 |        20
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.1                                                               |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.2+galaxy2                                                       |     6776 |        95
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.3                                                                 |        7 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2                                         |        6 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0                                                             |        4 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.2                                                                     |       15 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1                                                                         |        5 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0                                                                 |        3 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0                                                                |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0                                                                    |      123 |        16
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1                                                                |       53 |        18
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/t_test_two_samples/t_test_two_samples/1.0.1                                                       |       13 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.1                                                                   |      174 |        55
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2                                                                   |      687 |       157
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5                                                |        5 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0                                                                  |      259 |        38
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.1                                                                  |      196 |        45
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1                                                           |      111 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.5                                                           |      992 |        17
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6                                                                               |        8 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7                                                                               |        7 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9                                                                               |       80 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0                                                                             |       29 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.1                                                                             |     2243 |       318
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/ucsc_custom_track/build_ucsc_custom_track_1/1.0.0                                                 |       36 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6                                                    |      319 |        37
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5                                                    |        4 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_apply_recalibration/gatk_variant_apply_recalibration/0.0.4                                |        1 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4                                                        |       12 |         6
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_eval/gatk_variant_eval/0.0.8                                                              |       11 |         6
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_filtration/gatk_variant_filtration/0.0.5                                                  |        6 |         3
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4                                              |        2 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2                                                          |       67 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3                                                          |      140 |        12
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/variants_validate/gatk_validate_variants/0.0.4                                                    |        5 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan/0.1                                                                     |       44 |        14
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan/2.4.2                                                                   |      256 |        56
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcf2pgsnp/vcf2pgSnp/1.0.0                                                                         |       14 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/0.0.3                                                                             |        8 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/1.0.0_rc1+galaxy0                                                                 |       23 |         2
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/1.0.0_rc3+galaxy0                                                                 |      219 |        20
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc3+galaxy0                                                           |        2 |         1
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc3+galaxy0                                       |       81 |        33
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc3+galaxy0                                                         |       22 |         7
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc3+galaxy0                                       |       10 |         4
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc3+galaxy0                                                 |      186 |        13
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc3+galaxy0                                         |      302 |         5
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc3+galaxy0                                                               |       22 |        11
 2020-07 | toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/0.0.4                                                                       |        1 |         1
